Time,P1,P2,IMe,IMh,Tint,Rec
14,0.82164165,0.786923558,0.838628935,22.06959967,739.6764088,0.70835
24,0.859026305,0.807166932,0.838628935,22.06959967,739.6764088,0.7674
34,0.895790204,0.818671067,0.838628935,22.06959967,739.6764088,0.80615
44,0.919442035,0.831203646,0.838628935,22.06959967,739.6764088,0.8334
54,0.937535934,0.844385094,0.838628935,22.06959967,739.6764088,0.85675
64,0.949593572,0.856913155,0.838628935,22.06959967,739.6764088,0.8752
74,0.957779825,0.867911917,0.838628935,22.06959967,739.6764088,0.88795
84,0.964841488,0.877198565,0.838628935,22.06959967,739.6764088,0.8995
94,0.970563965,0.886921484,0.838628935,22.06959967,739.6764088,0.90925
104,0.975409288,0.895407764,0.838628935,22.06959967,739.6764088,0.91835
114,0.979549755,0.90288997,0.838628935,22.06959967,739.6764088,0.92595
124,0.982245665,0.911454037,0.838628935,22.06959967,739.6764088,0.93305
134,0.985091746,0.918682526,0.838628935,22.06959967,739.6764088,0.93935
144,0.986884391,0.92581815,0.838628935,22.06959967,739.6764088,0.9454
154,0.988864231,0.93266818,0.838628935,22.06959967,739.6764088,0.95015
164,0.990212951,0.937818645,0.838628935,22.06959967,739.6764088,0.95465
174,0.991682586,0.942533662,0.838628935,22.06959967,739.6764088,0.95885
184,0.992799634,0.946714051,0.838628935,22.06959967,739.6764088,0.96225
194,0.99393298,0.950028216,0.838628935,22.06959967,739.6764088,0.9654
204,0.994853858,0.95335954,0.838628935,22.06959967,739.6764088,0.9678
214,0.995248045,0.956708765,0.838628935,22.06959967,739.6764088,0.9701
224,0.995817745,0.959319119,0.838628935,22.06959967,739.6764088,0.97285
234,0.99598759,0.962284552,0.838628935,22.06959967,739.6764088,0.9747
244,0.996224438,0.965400339,0.838628935,22.06959967,739.6764088,0.97625
254,0.996547777,0.967230369,0.838628935,22.06959967,739.6764088,0.9782
264,0.996895512,0.968954562,0.838628935,22.06959967,739.6764088,0.97965
274,0.997415915,0.970498402,0.838628935,22.06959967,739.6764088,0.9809
284,0.997688606,0.97228471,0.838628935,22.06959967,739.6764088,0.9821
294,0.998110635,0.974820247,0.838628935,22.06959967,739.6764088,0.98345
304,0.99827662,0.976162917,0.838628935,22.06959967,739.6764088,0.98465
314,0.998579336,0.977683316,0.838628935,22.06959967,739.6764088,0.9858
324,0.998645418,0.978423065,0.838628935,22.06959967,739.6764088,0.9867
334,0.99869774,0.979223303,0.838628935,22.06959967,739.6764088,0.9872
344,0.998839932,0.980287605,0.838628935,22.06959967,739.6764088,0.98785
