Rec,Time,P1,P2
0.98,698,0.969566031,0.998086724
0.98,699,0.969652881,0.998096506
0.98,700,0.969739429,0.998106231
0.98,701,0.969825674,0.998115898
0.98,702,0.969911619,0.998125508
0.98,703,0.969997265,0.998135062
0.98,704,0.970082613,0.99814456
0.98,705,0.970167664,0.998154002
0.98,706,0.97025242,0.998163388
0.98,707,0.970336881,0.998172719
0.98,708,0.97042105,0.998181996
0.98,709,0.970504926,0.998191219
0.98,710,0.970588512,0.998200387
0.98,711,0.970671809,0.998209502
0.98,712,0.970754817,0.998218564
0.98,713,0.970837538,0.998227573
0.98,714,0.970919973,0.99823653
0.98,715,0.971002124,0.998245434
0.98,716,0.971083991,0.998254286
0.98,717,0.971165575,0.998263087
0.98,718,0.971246879,0.998271837
0.98,719,0.971327902,0.998280536
0.98,720,0.971408647,0.998289185
0.98,721,0.971489114,0.998297783
0.98,722,0.971569304,0.998306332
0.98,723,0.971649219,0.998314831
0.98,724,0.971728859,0.998323281
0.98,725,0.971808226,0.998331682
0.981,726,0.971887321,0.998340035
0.981,727,0.971966145,0.99834834
0.982,728,0.9720447,0.998356596
0.982,729,0.972122985,0.998364805
0.982,730,0.972201003,0.998372967
0.982,731,0.972278754,0.998381082
0.982,732,0.972356239,0.998389151
0.982,733,0.972433461,0.998397173
0.982,734,0.972510418,0.998405148
0.982,735,0.972587114,0.998413079
0.982,736,0.972663548,0.998420964
0.982,737,0.972739722,0.998428803
0.982,738,0.972815637,0.998436598
0.982,739,0.972891294,0.998444348
0.982,740,0.972966694,0.998452055
0.982,741,0.973041838,0.998459717
0.982,742,0.973116727,0.998467335
0.982,743,0.973191362,0.99847491
0.982,744,0.973265745,0.998482442
0.982,745,0.973339875,0.998489931
0.982,746,0.973413755,0.998497378
0.982,747,0.973487384,0.998504782
0.982,748,0.973560765,0.998512144
0.982,749,0.973633898,0.998519464
0.983,750,0.973706785,0.998526743
0.983,751,0.973779425,0.998533981
0.983,752,0.973851821,0.998541178
0.984,753,0.973923973,0.998548334
0.984,754,0.973995881,0.99855545
0.984,755,0.974067548,0.998562526
0.984,756,0.974138974,0.998569561
0.984,757,0.974210161,0.998576557
0.984,758,0.974281108,0.998583514
0.984,759,0.974351817,0.998590431
0.984,760,0.974422289,0.99859731
0.984,761,0.974492524,0.99860415
0.984,762,0.974562525,0.998610952
0.984,763,0.974632291,0.998617715
0.984,764,0.974701824,0.998624441
0.984,765,0.974771125,0.998631128
0.984,766,0.974840194,0.998637779
0.984,767,0.974909032,0.998644392
0.984,768,0.974977641,0.998650968
0.984,769,0.975046021,0.998657508
