Rec,Time,P1,P2
0.773,160,0.936573382,0.721819652
0.774,161,0.937322981,0.723363222
0.776,162,0.938062052,0.724895781
0.778,163,0.938790769,0.726417425
0.779,164,0.939509302,0.727928252
0.782,165,0.940217817,0.729428357
0.788,166,0.940916479,0.730917835
0.79,167,0.941605448,0.73239678
0.791,168,0.942284881,0.733865285
0.791,169,0.942954934,0.735323442
0.792,170,0.943615757,0.736771343
0.793,171,0.9442675,0.738209079
0.793,172,0.944910308,0.739636739
0.793,173,0.945544325,0.741054412
0.793,174,0.946169692,0.742462186
0.794,175,0.946786546,0.743860148
0.796,176,0.947395023,0.745248386
0.797,177,0.947995256,0.746626983
0.797,178,0.948587375,0.747996026
0.797,179,0.949171509,0.749355598
0.797,180,0.949747783,0.750705782
0.797,181,0.950316321,0.75204666
0.799,182,0.950877243,0.753378313
0.801,183,0.95143067,0.754700823
0.802,184,0.951976718,0.756014269
0.803,185,0.952515501,0.75731873
0.804,186,0.953047132,0.758614284
0.806,187,0.953571723,0.759901009
0.806,188,0.954089381,0.761178981
0.807,189,0.954600214,0.762448277
0.807,190,0.955104326,0.763708971
0.808,191,0.95560182,0.764961137
0.808,192,0.956092798,0.766204849
0.81,193,0.956577359,0.767440181
0.811,194,0.957055601,0.768667203
0.811,195,0.957527619,0.769885988
0.813,196,0.957993508,0.771096606
0.814,197,0.958453361,0.772299126
0.816,198,0.958907268,0.773493619
0.818,199,0.959355318,0.774680151
0.82,200,0.959797601,0.775858792
0.821,201,0.960234202,0.777029608
0.824,202,0.960665205,0.778192666
0.827,203,0.961090695,0.77934803
0.829,204,0.961510754,0.780495767
0.829,205,0.961925461,0.78163594
0.829,206,0.962334897,0.782768613
0.83,207,0.962739138,0.78389385
0.833,208,0.963138263,0.785011711
0.833,209,0.963532345,0.78612226
0.835,210,0.963921459,0.787225556
0.835,211,0.964305677,0.788321662
0.835,212,0.964685072,0.789410635
0.838,213,0.965059712,0.790492536
0.839,214,0.965429669,0.791567423
0.839,215,0.965795008,0.792635355
0.842,216,0.966155798,0.793696387
0.843,217,0.966512104,0.794750578
0.843,218,0.966863991,0.795797984
0.845,219,0.967211522,0.796838659
0.846,220,0.96755476,0.79787266
0.847,221,0.967893766,0.79890004
0.848,222,0.968228601,0.799920853
0.849,223,0.968559324,0.800935154
0.849,224,0.968885994,0.801942995
0.849,225,0.969208668,0.802944428
0.849,226,0.969527404,0.803939504
0.849,227,0.969842256,0.804928276
0.849,228,0.97015328,0.805910794
0.851,229,0.970460529,0.806887107
0.852,230,0.970764056,0.807857267
0.852,231,0.971063915,0.808821322
0.852,232,0.971360155,0.80977932
0.855,233,0.971652829,0.810731311
0.855,234,0.971941984,0.811677341
0.855,235,0.972227671,0.812617458
0.856,236,0.972509938,0.81355171
0.856,237,0.972788832,0.814480141
0.857,238,0.973064399,0.815402798
0.858,239,0.973336685,0.816319727
0.86,240,0.973605736,0.817230972
0.862,241,0.973871597,0.818136578
0.862,242,0.97413431,0.819036588
0.862,243,0.97439392,0.819931048
0.862,244,0.974650467,0.820819999
0.862,245,0.974903995,0.821703485
0.862,246,0.975154545,0.822581548
0.862,247,0.975402156,0.823454229
0.862,248,0.975646869,0.824321571
0.863,249,0.975888722,0.825183615
0.864,250,0.976127755,0.826040401
0.866,251,0.976364006,0.826891969
0.866,252,0.976597512,0.82773836
0.867,253,0.976828309,0.828579613
0.867,254,0.977056434,0.829415768
0.87,255,0.977281924,0.830246862
0.871,256,0.977504812,0.831072936
0.871,257,0.977725134,0.831894025
0.872,258,0.977942924,0.832710169
0.873,259,0.978158215,0.833521405
0.873,260,0.978371041,0.834327769
0.873,261,0.978581433,0.835129298
0.874,262,0.978789426,0.835926029
0.876,263,0.978995049,0.836717997
0.876,264,0.979198334,0.837505238
0.876,265,0.979399312,0.838287787
0.876,266,0.979598013,0.839065679
0.876,267,0.979794466,0.83983895
0.876,268,0.979988702,0.840607632
0.876,269,0.980180749,0.84137176
0.877,270,0.980370635,0.842131368
0.877,271,0.980558389,0.842886489
0.877,272,0.980744038,0.843637155
0.877,273,0.980927609,0.844383401
0.879,274,0.98110913,0.845125257
0.879,275,0.981288626,0.845862757
0.88,276,0.981466124,0.846595931
0.881,277,0.981641649,0.847324812
0.881,278,0.981815227,0.848049431
0.882,279,0.981986882,0.848769818
0.884,280,0.982156639,0.849486005
0.884,281,0.982324523,0.850198021
0.884,282,0.982490557,0.850905897
0.886,283,0.982654764,0.851609663
0.886,284,0.982817169,0.852309348
0.887,285,0.982977793,0.853004981
0.888,286,0.983136659,0.853696592
0.888,287,0.983293789,0.854384209
0.889,288,0.983449205,0.855067861
0.889,289,0.98360293,0.855747576
0.889,290,0.983754983,0.856423382
0.889,291,0.983905386,0.857095307
0.89,292,0.984054159,0.857763378
0.892,293,0.984201324,0.858427622
0.892,294,0.984346899,0.859088068
0.894,295,0.984490905,0.85974474
0.895,296,0.984633361,0.860397667
0.895,297,0.984774286,0.861046873
0.896,298,0.9849137,0.861692386
0.897,299,0.985051621,0.862334231
0.897,300,0.985188067,0.862972434
0.897,301,0.985323057,0.863607021
0.897,302,0.985456608,0.864238015
0.897,303,0.985588738,0.864865443
0.897,304,0.985719465,0.865489329
0.897,305,0.985848805,0.866109698
0.897,306,0.985976776,0.866726573
0.898,307,0.986103394,0.86733998
0.899,308,0.986228676,0.867949942
0.9,309,0.986352638,0.868556482
0.901,310,0.986475296,0.869159624
0.904,311,0.986596666,0.869759392
0.904,312,0.986716763,0.870355809
0.905,313,0.986835603,0.870948897
0.907,314,0.9869532,0.871538679
0.908,315,0.987069571,0.872125179
0.908,316,0.987184728,0.872708417
0.908,317,0.987298688,0.873288416
0.908,318,0.987411465,0.873865198
0.908,319,0.987523071,0.874438786
0.909,320,0.987633523,0.8750092
0.909,321,0.987742832,0.875576462
0.91,322,0.987851013,0.876140593
0.91,323,0.98795808,0.876701614
0.911,324,0.988064045,0.877259546
0.911,325,0.988168921,0.877814411
0.914,326,0.988272721,0.878366227
0.914,327,0.988375459,0.878915016
0.915,328,0.988477146,0.879460798
0.915,329,0.988577795,0.880003593
0.915,330,0.988677418,0.880543421
0.915,331,0.988776027,0.881080301
0.915,332,0.988873634,0.881614254
0.919,333,0.98897025,0.882145298
0.919,334,0.989065888,0.882673452
0.919,335,0.989160558,0.883198736
0.919,336,0.989254272,0.883721169
0.919,337,0.989347041,0.88424077
0.922,338,0.989438875,0.884757556
0.922,339,0.989529787,0.885271547
0.923,340,0.989619785,0.88578276
0.923,341,0.989708882,0.886291215
0.925,342,0.989797087,0.886796929
0.925,343,0.98988441,0.887299919
0.925,344,0.989970862,0.887800204
0.926,345,0.990056452,0.888297801
0.926,346,0.990141191,0.888792728
0.926,347,0.990225088,0.889285002
0.926,348,0.990308153,0.88977464
0.926,349,0.990390395,0.89026166
0.926,350,0.990471824,0.890746077
0.927,351,0.990552448,0.891227909
0.928,352,0.990632278,0.891707173
0.928,353,0.990711322,0.892183885
0.928,354,0.990789588,0.892658061
0.929,355,0.990867086,0.893129718
0.929,356,0.990943824,0.893598871
0.929,357,0.991019812,0.894065538
0.93,358,0.991095056,0.894529733
0.93,359,0.991169566,0.894991472
0.93,360,0.99124335,0.895450772
0.93,361,0.991316416,0.895907647
0.93,362,0.991388771,0.896362113
0.931,363,0.991460425,0.896814186
0.931,364,0.991531385,0.89726388
0.931,365,0.991601657,0.89771121
0.931,366,0.991671251,0.898156192
0.931,367,0.991740174,0.89859884
0.931,368,0.991808432,0.899039168
0.931,369,0.991876034,0.899477192
0.931,370,0.991942986,0.899912927
0.931,371,0.992009296,0.900346385
0.931,372,0.992074971,0.900777582
0.931,373,0.992140018,0.901206532
0.931,374,0.992204443,0.901633248
0.931,375,0.992268254,0.902057745
0.932,376,0.992331457,0.902480037
0.932,377,0.992394059,0.902900137
0.932,378,0.992456067,0.903318059
0.933,379,0.992517486,0.903733816
0.933,380,0.992578323,0.904147422
0.933,381,0.992638585,0.90455889
0.934,382,0.992698278,0.904968234
0.935,383,0.992757408,0.905375466
0.935,384,0.992815981,0.905780599
0.935,385,0.992874003,0.906183647
0.935,386,0.99293148,0.906584622
0.936,387,0.992988418,0.906983538
0.936,388,0.993044822,0.907380405
0.937,389,0.993100699,0.907775238
0.937,390,0.993156054,0.908168049
0.938,391,0.993210893,0.90855885
0.938,392,0.993265221,0.908947653
0.938,393,0.993319044,0.90933447
0.938,394,0.993372366,0.909719314
0.938,395,0.993425194,0.910102197
0.938,396,0.993477532,0.91048313
0.938,397,0.993529387,0.910862126
0.938,398,0.993580762,0.911239195
0.938,399,0.993631663,0.911614351
0.938,400,0.993682095,0.911987603
0.938,401,0.993732063,0.912358965
0.938,402,0.993781572,0.912728446
0.938,403,0.993830626,0.91309606
0.938,404,0.993879231,0.913461816
0.939,405,0.993927392,0.913825726
0.939,406,0.993975111,0.914187801
0.939,407,0.994022396,0.914548053
0.94,408,0.994069249,0.914906491
0.94,409,0.994115676,0.915263127
0.94,410,0.994161681,0.915617972
0.94,411,0.994207268,0.915971036
0.94,412,0.994252441,0.91632233
0.94,413,0.994297206,0.916671864
0.94,414,0.994341566,0.91701965
0.94,415,0.994385525,0.917365697
0.941,416,0.994429088,0.917710015
0.941,417,0.994472258,0.918052616
0.941,418,0.99451504,0.918393508
0.941,419,0.994557438,0.918732703
0.941,420,0.994599455,0.91907021
0.941,421,0.994641096,0.91940604
0.941,422,0.994682364,0.919740201
0.941,423,0.994723263,0.920072704
0.941,424,0.994763797,0.920403559
0.941,425,0.99480397,0.920732776
0.941,426,0.994843785,0.921060363
0.942,427,0.994883246,0.921386331
0.942,428,0.994922357,0.921710689
0.942,429,0.994961121,0.922033446
0.942,430,0.994999542,0.922354613
0.943,431,0.995037623,0.922674197
0.944,432,0.995075367,0.922992209
0.944,433,0.995112779,0.923308657
0.944,434,0.995149861,0.923623551
0.944,435,0.995186616,0.923936899
0.944,436,0.995223049,0.924248711
0.944,437,0.995259161,0.924558996
0.944,438,0.995294957,0.924867762
0.944,439,0.99533044,0.925175018
0.944,440,0.995365612,0.925480773
0.944,441,0.995400478,0.925785035
0.944,442,0.995435039,0.926087814
0.944,443,0.995469299,0.926389117
0.944,444,0.995503261,0.926688954
0.944,445,0.995536928,0.926987332
0.944,446,0.995570302,0.927284261
0.945,447,0.995603388,0.927579748
0.945,448,0.995636187,0.927873801
0.945,449,0.995668702,0.928166429
0.945,450,0.995700937,0.928457641
0.945,451,0.995732894,0.928747443
0.945,452,0.995764575,0.929035845
0.945,453,0.995795984,0.929322853
0.945,454,0.995827123,0.929608477
0.945,455,0.995857994,0.929892724
0.945,456,0.995888602,0.930175602
0.945,457,0.995918947,0.930457118
0.945,458,0.995949032,0.93073728
0.945,459,0.995978861,0.931016097
0.945,460,0.996008435,0.931293575
0.946,461,0.996037758,0.931569722
0.946,462,0.99606683,0.931844546
0.946,463,0.996095656,0.932118054
0.946,464,0.996124237,0.932390254
0.946,465,0.996152576,0.932661153
0.946,466,0.996180675,0.932930758
0.946,467,0.996208536,0.933199077
0.946,468,0.996236162,0.933466116
0.946,469,0.996263555,0.933731884
0.946,470,0.996290717,0.933996387
0.946,471,0.996317651,0.934259631
0.947,472,0.996344358,0.934521626
0.947,473,0.996370841,0.934782376
0.948,474,0.996397102,0.93504189
0.948,475,0.996423142,0.935300174
0.948,476,0.996448965,0.935557234
0.949,477,0.996474573,0.935813079
0.949,478,0.996499966,0.936067714
0.95,479,0.996525148,0.936321146
0.95,480,0.99655012,0.936573383
0.95,481,0.996574885,0.93682443
0.95,482,0.996599444,0.937074294
0.951,483,0.996623799,0.937322982
0.951,484,0.996647952,0.9375705
0.952,485,0.996671905,0.937816855
0.952,486,0.996695661,0.938062053
0.952,487,0.99671922,0.938306101
0.952,488,0.996742585,0.938549004
0.953,489,0.996765757,0.93879077
0.953,490,0.996788739,0.939031404
0.953,491,0.996811532,0.939270913
0.953,492,0.996834137,0.939509303
0.953,493,0.996856558,0.939746579
0.953,494,0.996878795,0.939982749
0.953,495,0.996900849,0.940217818
0.953,496,0.996922724,0.940451792
0.953,497,0.99694442,0.940684678
0.953,498,0.99696594,0.94091648
0.953,499,0.996987284,0.941147205
0.953,500,0.997008454,0.94137686
0.953,501,0.997029453,0.941605449
0.953,502,0.997050281,0.941832978
0.954,503,0.99707094,0.942059454
0.954,504,0.997091432,0.942284882
0.954,505,0.997111758,0.942509267
0.954,506,0.99713192,0.942732616
0.954,507,0.99715192,0.942954934
0.954,508,0.997171758,0.943176227
0.954,509,0.997191437,0.943396499
0.954,510,0.997210957,0.943615757
0.954,511,0.997230321,0.943834007
0.954,512,0.997249529,0.944051252
0.956,513,0.997268583,0.9442675
0.956,514,0.997287485,0.944482755
0.956,515,0.997306236,0.944697023
0.956,516,0.997324837,0.944910308
0.956,517,0.997343289,0.945122617
0.956,518,0.997361595,0.945333955
0.957,519,0.997379755,0.945544326
0.957,520,0.99739777,0.945753735
0.957,521,0.997415643,0.945962189
0.957,522,0.997433373,0.946169692
0.957,523,0.997450964,0.946376249
0.957,524,0.997468414,0.946581866
0.957,525,0.997485727,0.946786546
0.957,526,0.997502904,0.946990296
0.958,527,0.997519944,0.94719312
0.958,528,0.997536851,0.947395023
0.958,529,0.997553624,0.94759601
0.958,530,0.997570266,0.947796087
0.958,531,0.997586776,0.947995256
0.958,532,0.997603158,0.948193524
0.958,533,0.997619411,0.948390896
0.959,534,0.997635536,0.948587376
0.959,535,0.997651536,0.948782968
0.959,536,0.997667411,0.948977677
0.96,537,0.997683161,0.949171509
0.961,538,0.997698789,0.949364468
0.961,539,0.997714296,0.949556558
0.961,540,0.997729682,0.949747783
0.961,541,0.997744948,0.949938149
0.961,542,0.997760096,0.95012766
0.961,543,0.997775126,0.950316321
0.961,544,0.99779004,0.950504135
0.961,545,0.997804839,0.950691108
0.961,546,0.997819523,0.950877244
0.961,547,0.997834094,0.951062546
0.961,548,0.997848553,0.95124702
0.961,549,0.9978629,0.95143067
0.961,550,0.997877137,0.9516135
0.961,551,0.997891264,0.951795515
0.961,552,0.997905283,0.951976718
0.961,553,0.997919195,0.952157114
0.961,554,0.997933,0.952336707
0.961,555,0.997946699,0.952515501
0.961,556,0.997960294,0.952693501
0.961,557,0.997973785,0.95287071
0.961,558,0.997987173,0.953047133
0.961,559,0.998000459,0.953222773
0.961,560,0.998013644,0.953397635
0.962,561,0.998026728,0.953571723
0.962,562,0.998039713,0.953745041
0.962,563,0.9980526,0.953917592
0.963,564,0.998065389,0.954089381
0.963,565,0.998078081,0.954260412
0.963,566,0.998090677,0.954430688
0.963,567,0.998103179,0.954600214
0.963,568,0.998115585,0.954768993
0.963,569,0.998127898,0.954937029
0.963,570,0.998140119,0.955104326
0.963,571,0.998152247,0.955270888
0.963,572,0.998164284,0.955436718
0.963,573,0.998176231,0.955601821
0.963,574,0.998188089,0.955766199
0.964,575,0.998199857,0.955929857
0.964,576,0.998211538,0.956092799
0.964,577,0.998223131,0.956255027
0.964,578,0.998234637,0.956416546
0.964,579,0.998246058,0.95657736
0.964,580,0.998257393,0.956737471
0.964,581,0.998268644,0.956896884
0.964,582,0.998279812,0.957055601
0.964,583,0.998290896,0.957213627
0.964,584,0.998301898,0.957370966
0.964,585,0.998312819,0.957527619
0.964,586,0.998323658,0.957683592
0.964,587,0.998334418,0.957838887
0.964,588,0.998345098,0.957993508
0.964,589,0.998355699,0.958147459
0.964,590,0.998366222,0.958300742
0.964,591,0.998376667,0.958453361
0.964,592,0.998387035,0.958605319
0.964,593,0.998397327,0.958756621
0.964,594,0.998407544,0.958907268
0.965,595,0.998417685,0.959057264
0.965,596,0.998427752,0.959206614
0.965,597,0.998437746,0.959355319
0.965,598,0.998447666,0.959503383
0.965,599,0.998457514,0.959650809
0.965,600,0.998467289,0.959797601
0.966,601,0.998476994,0.959943762
0.966,602,0.998486628,0.960089294
0.966,603,0.998496191,0.960234202
0.966,604,0.998505685,0.960378487
0.966,605,0.99851511,0.960522154
0.966,606,0.998524467,0.960665205
0.966,607,0.998533755,0.960807644
0.966,608,0.998542977,0.960949473
0.966,609,0.998552132,0.961090695
0.967,610,0.99856122,0.961231314
0.967,611,0.998570243,0.961371333
0.967,612,0.998579201,0.961510754
0.967,613,0.998588094,0.96164958
0.969,614,0.998596923,0.961787815
0.969,615,0.998605688,0.961925461
0.97,616,0.998614391,0.962062522
0.97,617,0.998623031,0.962198999
0.97,618,0.998631609,0.962334897
0.97,619,0.998640126,0.962470217
0.97,620,0.998648581,0.962604964
0.97,621,0.998656976,0.962739139
0.97,622,0.998665312,0.962872745
0.971,623,0.998673587,0.963005785
0.971,624,0.998681804,0.963138263
0.972,625,0.998689962,0.96327018
0.973,626,0.998698062,0.96340154
0.973,627,0.998706104,0.963532345
0.973,628,0.99871409,0.963662598
0.973,629,0.998722018,0.963792302
0.973,630,0.998729891,0.963921459
0.973,631,0.998737707,0.964050072
0.973,632,0.998745469,0.964178144
0.974,633,0.998753175,0.964305677
0.974,634,0.998760827,0.964432675
0.974,635,0.998768425,0.964559138
0.974,636,0.998775969,0.964685072
0.974,637,0.998783461,0.964810477
0.974,638,0.998790899,0.964935356
0.975,639,0.998798286,0.965059712
0.975,640,0.99880562,0.965183548
0.975,641,0.998812903,0.965306866
0.975,642,0.998820135,0.965429669
0.975,643,0.998827316,0.965551958
0.977,644,0.998834447,0.965673737
0.977,645,0.998841529,0.965795008
0.977,646,0.99884856,0.965915774
0.977,647,0.998855543,0.966036037
0.977,648,0.998862477,0.966155798
0.977,649,0.998869363,0.966275062
0.977,650,0.998876201,0.96639383
0.977,651,0.998882991,0.966512105
0.977,652,0.998889734,0.966629888
0.978,653,0.998896431,0.966747183
0.978,654,0.998903081,0.966863991
0.978,655,0.998909685,0.966980316
0.978,656,0.998916243,0.967096159
0.978,657,0.998922756,0.967211522
0.978,658,0.998929224,0.967326409
0.978,659,0.998935647,0.967440821
0.978,660,0.998942027,0.96755476
0.978,661,0.998948362,0.967668229
0.978,662,0.998954653,0.967781231
0.978,663,0.998960902,0.967893766
0.978,664,0.998967107,0.968005838
0.978,665,0.99897327,0.968117449
0.978,666,0.998979391,0.968228601
0.978,667,0.99898547,0.968339296
0.978,668,0.998991507,0.968449536
0.978,669,0.998997503,0.968559324
0.978,670,0.999003458,0.968668662
0.978,671,0.999009373,0.968777551
0.978,672,0.999015247,0.968885994
0.978,673,0.999021081,0.968993993
0.978,674,0.999026875,0.969101551
0.978,675,0.99903263,0.969208668
0.978,676,0.999038346,0.969315348
0.979,677,0.999044023,0.969421593
0.98,678,0.999049662,0.969527404
0.981,679,0.999055263,0.969632783
0.981,680,0.999060825,0.969737733
0.981,681,0.99906635,0.969842256
0.981,682,0.999071838,0.969946353
0.981,683,0.999077289,0.970050027
0.981,684,0.999082703,0.97015328
0.981,685,0.99908808,0.970256113
0.981,686,0.999093422,0.970358528
0.981,687,0.999098727,0.970460529
0.981,688,0.999103997,0.970562116
0.982,689,0.999109231,0.970663291
0.982,690,0.999114431,0.970764056
0.982,691,0.999119595,0.970864414
0.982,692,0.999124725,0.970964367
0.982,693,0.999129821,0.971063915
0.982,694,0.999134882,0.971163061
0.982,695,0.99913991,0.971261808
0.982,696,0.999144905,0.971360156
0.982,697,0.999149866,0.971458107
0.982,698,0.999154794,0.971555664
0.983,699,0.999159689,0.971652829
0.983,700,0.999164552,0.971749602
0.983,701,0.999169382,0.971845987
0.983,702,0.999174181,0.971941984
0.983,703,0.999178947,0.972037596
0.983,704,0.999183682,0.972132825
0.983,705,0.999188386,0.972227671
0.983,706,0.999193059,0.972322138
0.983,707,0.9991977,0.972416226
0.983,708,0.999202312,0.972509938
0.983,709,0.999206892,0.972603275
0.983,710,0.999211443,0.972696239
0.983,711,0.999215964,0.972788832
0.983,712,0.999220455,0.972881055
0.983,713,0.999224916,0.97297291
0.984,714,0.999229348,0.973064399
0.984,715,0.999233751,0.973155523
0.984,716,0.999238125,0.973246285
0.984,717,0.999242471,0.973336685
0.984,718,0.999246788,0.973426726
0.984,719,0.999251077,0.973516409
0.984,720,0.999255338,0.973605736
0.984,721,0.999259572,0.973694709
0.984,722,0.999263777,0.973783328
0.984,723,0.999267955,0.973871597
0.984,724,0.999272106,0.973959515
0.984,725,0.999276231,0.974047086
0.984,726,0.999280328,0.97413431
0.984,727,0.999284399,0.974221189
0.984,728,0.999288443,0.974307725
0.984,729,0.999292461,0.97439392
0.984,730,0.999296453,0.974479774
0.984,731,0.999300419,0.974565289
0.984,732,0.99930436,0.974650467
0.984,733,0.999308275,0.97473531
0.984,734,0.999312165,0.974819819
0.984,735,0.99931603,0.974903995
0.984,736,0.99931987,0.974987841
0.984,737,0.999323686,0.975071357
0.984,738,0.999327476,0.975154545
0.984,739,0.999331243,0.975237406
0.984,740,0.999334985,0.975319943
0.984,741,0.999338704,0.975402156
0.985,742,0.999342398,0.975484047
0.985,743,0.999346069,0.975565617
0.985,744,0.999349716,0.975646869
0.985,745,0.99935334,0.975727802
0.985,746,0.999356941,0.97580842
0.985,747,0.999360519,0.975888722
0.985,748,0.999364074,0.975968712
0.985,749,0.999367607,0.976048389
0.985,750,0.999371117,0.976127755
0.985,751,0.999374605,0.976206813
0.985,752,0.99937807,0.976285563
0.985,753,0.999381514,0.976364006
0.985,754,0.999384935,0.976442144
0.985,755,0.999388336,0.976519979
0.985,756,0.999391714,0.976597512
0.986,757,0.999395071,0.976674743
0.986,758,0.999398407,0.976751675
0.986,759,0.999401722,0.976828309
0.986,760,0.999405016,0.976904646
0.986,761,0.999408289,0.976980687
0.986,762,0.999411542,0.977056434
0.986,763,0.999414774,0.977131889
0.986,764,0.999417986,0.977207051
0.986,765,0.999421177,0.977281924
0.986,766,0.999424349,0.977356507
0.986,767,0.999427501,0.977430803
0.986,768,0.999430633,0.977504812
0.986,769,0.999433745,0.977578536
0.986,770,0.999436838,0.977651976
0.986,771,0.999439911,0.977725134
0.986,772,0.999442966,0.97779801
0.986,773,0.999446001,0.977870606
0.986,774,0.999449017,0.977942924
0.986,775,0.999452015,0.978014963
0.986,776,0.999454994,0.978086727
0.987,777,0.999457954,0.978158215
0.987,778,0.999460896,0.978229429
0.987,779,0.999463819,0.978300371
