Rec,Time,P1,P2
0.927,431,0.993506661,0.900370386
0.927,432,0.993555972,0.90077376
0.927,433,0.993604849,0.901175205
0.927,434,0.993653297,0.90157473
0.928,435,0.993701319,0.901972346
0.929,436,0.993748919,0.902368065
0.93,437,0.993796103,0.902761897
0.931,438,0.993842874,0.903153851
0.931,439,0.993889237,0.903543939
0.931,440,0.993935195,0.903932171
0.931,441,0.993980752,0.904318557
0.931,442,0.994025913,0.904703107
0.931,443,0.994070682,0.905085832
0.931,444,0.994115062,0.905466741
0.931,445,0.994159057,0.905845844
0.931,446,0.99420267,0.906223152
0.931,447,0.994245907,0.906598674
0.931,448,0.99428877,0.906972421
0.931,449,0.994331264,0.907344401
0.931,450,0.994373391,0.907714624
0.932,451,0.994415155,0.908083101
0.933,452,0.994456561,0.90844984
0.933,453,0.994497611,0.908814852
0.933,454,0.994538309,0.909178145
0.933,455,0.994578659,0.90953973
0.933,456,0.994618663,0.909899615
0.933,457,0.994658326,0.910257809
0.933,458,0.99469765,0.910614322
0.933,459,0.994736639,0.910969164
0.934,460,0.994775296,0.911322342
0.935,461,0.994813624,0.911673867
0.935,462,0.994851627,0.912023746
0.935,463,0.994889308,0.91237199
0.935,464,0.994926669,0.912718607
0.935,465,0.994963714,0.913063606
0.935,466,0.995000447,0.913406995
0.935,467,0.995036869,0.913748783
0.935,468,0.995072984,0.914088979
0.936,469,0.995108795,0.914427592
0.936,470,0.995144305,0.914764629
0.936,471,0.995179516,0.915100101
0.936,472,0.995214432,0.915434014
0.936,473,0.995249056,0.915766377
0.937,474,0.995283389,0.916097199
0.937,475,0.995317436,0.916426489
0.937,476,0.995351198,0.916754253
0.937,477,0.995384679,0.917080501
0.937,478,0.995417881,0.91740524
0.937,479,0.995450806,0.917728479
0.937,480,0.995483458,0.918050226
0.938,481,0.995515839,0.918370488
0.938,482,0.995547951,0.918689274
0.938,483,0.995579798,0.919006591
0.939,484,0.995611381,0.919322448
0.939,485,0.995642703,0.919636851
0.939,486,0.995673766,0.91994981
0.939,487,0.995704574,0.920261331
0.939,488,0.995735128,0.920571422
0.939,489,0.99576543,0.920880091
0.939,490,0.995795484,0.921187346
0.94,491,0.995825291,0.921493193
0.94,492,0.995854854,0.921797641
0.94,493,0.995884174,0.922100696
0.94,494,0.995913255,0.922402366
0.941,495,0.995942099,0.922702659
0.941,496,0.995970707,0.923001582
0.941,497,0.995999082,0.923299141
0.941,498,0.996027227,0.923595345
0.941,499,0.996055142,0.9238902
0.941,500,0.996082831,0.924183714
0.941,501,0.996110295,0.924475893
0.941,502,0.996137537,0.924766744
0.941,503,0.996164558,0.925056275
0.941,504,0.996191361,0.925344493
0.941,505,0.996217947,0.925631404
0.941,506,0.996244319,0.925917015
0.941,507,0.996270479,0.926201333
0.941,508,0.996296428,0.926484365
0.942,509,0.996322169,0.926766117
0.942,510,0.996347702,0.927046597
0.942,511,0.996373032,0.927325811
0.942,512,0.996398158,0.927603765
0.942,513,0.996423083,0.927880466
0.942,514,0.996447809,0.928155921
0.942,515,0.996472338,0.928430136
0.942,516,0.996496671,0.928703118
0.942,517,0.99652081,0.928974872
0.942,518,0.996544757,0.929245406
0.943,519,0.996568514,0.929514726
0.943,520,0.996592082,0.929782838
0.943,521,0.996615463,0.930049748
0.943,522,0.99663866,0.930315462
0.944,523,0.996661672,0.930579988
0.944,524,0.996684503,0.93084333
0.944,525,0.996707153,0.931105495
0.945,526,0.996729625,0.93136649
0.945,527,0.99675192,0.931626319
0.945,528,0.99677404,0.93188499
0.945,529,0.996795985,0.932142508
0.946,530,0.996817759,0.932398879
0.946,531,0.996839361,0.932654109
0.946,532,0.996860794,0.932908204
0.947,533,0.99688206,0.93316117
0.947,534,0.996903159,0.933413012
0.947,535,0.996924094,0.933663736
0.947,536,0.996944865,0.933913349
0.948,537,0.996965474,0.934161855
0.948,538,0.996985924,0.934409261
0.948,539,0.997006214,0.934655571
0.948,540,0.997026346,0.934900793
0.948,541,0.997046322,0.93514493
0.948,542,0.997066144,0.93538799
0.948,543,0.997085812,0.935629976
0.948,544,0.997105328,0.935870896
0.948,545,0.997124693,0.936110753
0.948,546,0.997143909,0.936349554
0.949,547,0.997162977,0.936587305
0.949,548,0.997181898,0.936824009
0.949,549,0.997200673,0.937059673
0.949,550,0.997219304,0.937294302
0.95,551,0.997237792,0.937527902
0.951,552,0.997256139,0.937760476
0.951,553,0.997274345,0.937992032
0.951,554,0.997292411,0.938222573
0.951,555,0.99731034,0.938452105
0.951,556,0.997328131,0.938680633
0.951,557,0.997345787,0.938908162
0.951,558,0.997363309,0.939134698
0.952,559,0.997380697,0.939360244
0.952,560,0.997397953,0.939584807
0.952,561,0.997415078,0.939808391
0.952,562,0.997432073,0.940031001
0.952,563,0.997448939,0.940252641
0.952,564,0.997465678,0.940473318
0.952,565,0.99748229,0.940693035
0.952,566,0.997498776,0.940911798
0.952,567,0.997515138,0.941129611
0.952,568,0.997531377,0.941346479
0.952,569,0.997547494,0.941562407
0.952,570,0.997563489,0.9417774
0.952,571,0.997579364,0.941991462
0.952,572,0.99759512,0.942204597
0.952,573,0.997610757,0.942416811
0.952,574,0.997626278,0.942628108
0.952,575,0.997641682,0.942838493
0.952,576,0.997656972,0.94304797
0.952,577,0.997672147,0.943256544
0.952,578,0.997687208,0.943464219
0.953,579,0.997702158,0.943670999
0.953,580,0.997716996,0.94387689
0.953,581,0.997731724,0.944081896
0.953,582,0.997746343,0.94428602
0.953,583,0.997760853,0.944489268
0.953,584,0.997775255,0.944691644
0.953,585,0.997789551,0.944893151
0.953,586,0.997803741,0.945093795
0.953,587,0.997817826,0.94529358
0.955,588,0.997831807,0.945492509
0.955,589,0.997845685,0.945690588
0.955,590,0.99785946,0.945887819
0.955,591,0.997873135,0.946084209
0.955,592,0.997886708,0.94627976
0.956,593,0.997900182,0.946474476
0.956,594,0.997913557,0.946668363
0.956,595,0.997926834,0.946861424
0.956,596,0.997940014,0.947053662
0.957,597,0.997953097,0.947245083
0.957,598,0.997966085,0.94743569
0.957,599,0.997978977,0.947625487
0.958,600,0.997991776,0.947814478
0.958,601,0.998004481,0.948002667
0.958,602,0.998017094,0.948190058
0.958,603,0.998029615,0.948376654
0.958,604,0.998042046,0.948562461
0.958,605,0.998054386,0.948747481
0.958,606,0.998066636,0.948931719
0.958,607,0.998078798,0.949115178
0.959,608,0.998090871,0.949297862
0.959,609,0.998102858,0.949479775
0.959,610,0.998114757,0.94966092
0.959,611,0.998126571,0.949841302
0.959,612,0.9981383,0.950020924
0.959,613,0.998149944,0.95019979
0.96,614,0.998161505,0.950377903
0.96,615,0.998172982,0.950555268
0.96,616,0.998184377,0.950731887
0.96,617,0.99819569,0.950907764
0.96,618,0.998206922,0.951082904
0.961,619,0.998218074,0.951257308
0.961,620,0.998229146,0.951430982
0.961,621,0.998240139,0.951603929
0.962,622,0.998251053,0.951776152
0.962,623,0.99826189,0.951947654
0.963,624,0.998272649,0.95211844
0.964,625,0.998283332,0.952288512
0.964,626,0.998293939,0.952457874
0.965,627,0.99830447,0.95262653
0.965,628,0.998314927,0.952794482
0.965,629,0.998325309,0.952961735
0.965,630,0.998335618,0.953128291
0.965,631,0.998345854,0.953294154
0.966,632,0.998356018,0.953459328
0.966,633,0.998366109,0.953623815
0.966,634,0.99837613,0.953787619
0.966,635,0.99838608,0.953950743
0.966,636,0.99839596,0.95411319
0.966,637,0.99840577,0.954274964
0.966,638,0.998415512,0.954436068
0.966,639,0.998425185,0.954596505
0.966,640,0.99843479,0.954756278
0.966,641,0.998444328,0.954915391
0.966,642,0.998453799,0.955073846
0.966,643,0.998463203,0.955231647
0.966,644,0.998472543,0.955388797
0.966,645,0.998481816,0.955545299
0.967,646,0.998491025,0.955701156
0.967,647,0.99850017,0.955856371
0.967,648,0.998509252,0.956010947
0.967,649,0.99851827,0.956164887
0.967,650,0.998527225,0.956318194
0.967,651,0.998536118,0.956470872
0.967,652,0.99854495,0.956622922
0.967,653,0.99855372,0.956774349
0.967,654,0.99856243,0.956925155
0.967,655,0.998571079,0.957075343
0.967,656,0.998579669,0.957224916
0.967,657,0.998588199,0.957373877
0.967,658,0.99859667,0.957522229
0.967,659,0.998605083,0.957669974
0.967,660,0.998613439,0.957817116
0.967,661,0.998621736,0.957963657
0.967,662,0.998629977,0.9581096
0.968,663,0.998638161,0.958254948
0.969,664,0.998646289,0.958399704
0.969,665,0.998654361,0.95854387
0.969,666,0.998662378,0.95868745
0.969,667,0.99867034,0.958830446
0.97,668,0.998678248,0.958972861
0.97,669,0.998686101,0.959114697
0.97,670,0.998693901,0.959255958
0.97,671,0.998701648,0.959396645
0.97,672,0.998709342,0.959536762
0.97,673,0.998716984,0.959676312
0.97,674,0.998724574,0.959815296
0.97,675,0.998732112,0.959953718
0.97,676,0.9987396,0.96009158
0.97,677,0.998747036,0.960228885
0.97,678,0.998754422,0.960365636
0.97,679,0.998761758,0.960501834
0.97,680,0.998769045,0.960637483
0.97,681,0.998776282,0.960772586
0.97,682,0.998783471,0.960907143
0.97,683,0.998790611,0.96104116
0.97,684,0.998797703,0.961174636
0.97,685,0.998804747,0.961307576
0.97,686,0.998811744,0.961439982
0.97,687,0.998818694,0.961571856
0.97,688,0.998825597,0.961703201
0.97,689,0.998832454,0.961834018
0.97,690,0.998839265,0.961964312
0.97,691,0.99884603,0.962094083
0.97,692,0.99885275,0.962223335
0.97,693,0.998859426,0.962352069
0.97,694,0.998866056,0.962480289
0.97,695,0.998872643,0.962607996
0.97,696,0.998879185,0.962735193
0.97,697,0.998885684,0.962861882
0.971,698,0.99889214,0.962988066
0.971,699,0.998898553,0.963113747
0.971,700,0.998904924,0.963238927
0.971,701,0.998911252,0.963363608
0.971,702,0.998917538,0.963487794
0.971,703,0.998923782,0.963611485
0.971,704,0.998929986,0.963734685
0.972,705,0.998936148,0.963857395
0.973,706,0.998942269,0.963979619
0.973,707,0.99894835,0.964101357
0.973,708,0.998954391,0.964222613
0.973,709,0.998960393,0.964343388
0.973,710,0.998966354,0.964463685
0.973,711,0.998972277,0.964583506
0.973,712,0.998978161,0.964702853
0.973,713,0.998984006,0.964821728
0.973,714,0.998989812,0.964940133
0.973,715,0.998995581,0.965058071
0.973,716,0.999001312,0.965175544
0.973,717,0.999007005,0.965292553
0.973,718,0.999012661,0.965409101
0.973,719,0.999018281,0.96552519
0.975,720,0.999023863,0.965640823
0.975,721,0.99902941,0.965756
0.975,722,0.99903492,0.965870724
0.975,723,0.999040394,0.965984998
0.975,724,0.999045833,0.966098823
0.975,725,0.999051236,0.966212201
0.975,726,0.999056604,0.966325135
0.975,727,0.999061938,0.966437626
0.975,728,0.999067237,0.966549676
0.975,729,0.999072501,0.966661288
0.975,730,0.999077732,0.966772463
0.975,731,0.999082928,0.966883203
0.976,732,0.999088092,0.96699351
0.977,733,0.999093222,0.967103387
0.977,734,0.999098318,0.967212835
0.977,735,0.999103382,0.967321855
0.977,736,0.999108414,0.967430451
0.978,737,0.999113413,0.967538624
0.978,738,0.99911838,0.967646375
0.978,739,0.999123315,0.967753707
0.978,740,0.999128218,0.967860622
0.978,741,0.99913309,0.967967121
0.978,742,0.999137931,0.968073206
0.978,743,0.999142741,0.968178879
0.978,744,0.99914752,0.968284143
0.978,745,0.999152269,0.968388998
0.978,746,0.999156987,0.968493447
0.978,747,0.999161675,0.968597491
0.978,748,0.999166334,0.968701133
0.978,749,0.999170963,0.968804373
0.978,750,0.999175562,0.968907215
0.978,751,0.999180132,0.969009659
0.978,752,0.999184673,0.969111707
0.978,753,0.999189185,0.969213362
0.978,754,0.999193669,0.969314624
0.978,755,0.999198124,0.969415496
0.978,756,0.999202551,0.96951598
0.979,757,0.999206951,0.969616076
0.979,758,0.999211322,0.969715788
0.979,759,0.999215666,0.969815115
0.979,760,0.999219982,0.969914061
0.979,761,0.999224271,0.970012628
0.98,762,0.999228533,0.970110815
0.98,763,0.999232769,0.970208626
0.98,764,0.999236977,0.970306062
0.98,765,0.99924116,0.970403124
0.98,766,0.999245316,0.970499815
0.98,767,0.999249446,0.970596135
0.98,768,0.99925355,0.970692087
0.98,769,0.999257628,0.970787672
0.981,770,0.999261681,0.970882892
0.981,771,0.999265709,0.970977748
0.981,772,0.999269712,0.971072243
0.981,773,0.999273689,0.971166376
0.981,774,0.999277642,0.971260151
0.981,775,0.99928157,0.971353569
0.981,776,0.999285474,0.971446631
0.981,777,0.999289353,0.971539338
0.981,778,0.999293208,0.971631693
0.981,779,0.99929704,0.971723697
