Time,P11,P22
322,0.00152,0.0148
323,0.00152,0.01476
324,0.00148,0.01468
325,0.00148,0.01464
326,0.0014,0.01464
327,0.0014,0.0146
328,0.00136,0.01452
329,0.00136,0.01448
330,0.00136,0.01436
331,0.00136,0.01424
332,0.00136,0.01416
333,0.00136,0.01408
334,0.00136,0.01392
335,0.00136,0.01384
336,0.00136,0.01376
337,0.00136,0.01364
338,0.00136,0.0136
339,0.00136,0.01344
340,0.00136,0.0134
341,0.00132,0.01336
342,0.00132,0.01332
343,0.00132,0.01316
344,0.00128,0.01308
345,0.00128,0.01304
346,0.00128,0.013
347,0.00128,0.01296
348,0.00128,0.01292
349,0.00128,0.01284
350,0.00128,0.01284
351,0.00128,0.01272
352,0.00124,0.01268
353,0.00124,0.01264
354,0.00116,0.0126
355,0.00116,0.0126
356,0.00116,0.0126
357,0.00116,0.01252
358,0.00116,0.01248
359,0.00116,0.01244
360,0.00116,0.0124
361,0.00116,0.01228
362,0.00116,0.01228
363,0.00112,0.01224
364,0.00108,0.01212
365,0.00104,0.01212
366,0.00104,0.01212
367,0.00104,0.01204
368,0.00104,0.01196
369,0.00104,0.01188
370,0.00104,0.01172
371,0.00104,0.01164
372,0.00104,0.01156
373,0.00104,0.01156
374,0.00104,0.01152
375,0.00104,0.01144
376,0.00104,0.01136
377,0.00104,0.01124
378,0.00104,0.01116
379,0.00104,0.01112
380,0.00104,0.011
381,0.00104,0.01092
382,0.001,0.01088
383,0.001,0.01084
384,0.001,0.01076
385,0.001,0.01072
386,0.001,0.0106
387,0.00096,0.0106
388,0.00096,0.01052
389,0.00092,0.01044
390,0.00092,0.01044
391,0.00088,0.0104
392,0.00088,0.01036
393,0.0008,0.01036
394,0.0008,0.01028
395,0.0008,0.01028
396,0.0008,0.0102
397,8.00E-04,0.0102
398,8.00E-04,0.01016
399,8.00E-04,0.01016
400,8.00E-04,0.01008
401,8.00E-04,0.01004
402,8.00E-04,0.00996
403,8.00E-04,0.00988
404,8.00E-04,0.00984
405,8.00E-04,0.0098
406,8.00E-04,0.00972
407,7.60E-04,0.00968
408,7.60E-04,0.0096
409,7.60E-04,0.0096
410,7.60E-04,0.00956
411,7.60E-04,0.00956
412,7.60E-04,0.00952
413,7.60E-04,0.00948
414,7.60E-04,0.0094
415,7.20E-04,0.00936
416,7.20E-04,0.00936
417,7.20E-04,0.00936
418,6.40E-04,0.00936
419,6.40E-04,0.00932
420,6.40E-04,0.00924
421,5.60E-04,0.00912
422,5.60E-04,0.00912
423,5.60E-04,0.00904
424,5.60E-04,0.009
425,5.60E-04,0.009
426,5.60E-04,0.00892
427,5.60E-04,0.00884
428,5.60E-04,0.0088
429,5.60E-04,0.00876
430,5.60E-04,0.00876
431,5.20E-04,0.00876
432,5.20E-04,0.00876
433,5.20E-04,0.0086
434,5.20E-04,0.0086
435,5.20E-04,0.00856
436,5.20E-04,0.00852
437,5.20E-04,0.00852
438,5.20E-04,0.00848
439,5.20E-04,0.0084
440,5.20E-04,0.00828
441,5.20E-04,0.00824
442,5.20E-04,0.0082
443,5.20E-04,0.0082
444,5.20E-04,0.00816
445,5.20E-04,0.00808
446,5.20E-04,0.00804
447,5.20E-04,0.00804
448,5.20E-04,0.00804
449,5.20E-04,0.00804
450,5.20E-04,0.00804
451,5.20E-04,0.00804
452,5.20E-04,0.00796
453,5.20E-04,0.00796
454,5.20E-04,0.00788
455,5.20E-04,0.00788
456,5.20E-04,0.00784
457,5.20E-04,0.00784
458,5.20E-04,0.00776
459,5.20E-04,0.00776
460,5.20E-04,0.00772
461,5.20E-04,0.00768
462,5.20E-04,0.0076
463,4.80E-04,0.00756
464,4.80E-04,0.00756
465,4.80E-04,0.00752
466,4.80E-04,0.00752
467,4.80E-04,0.00748
468,4.80E-04,0.00748
469,4.80E-04,0.0074
470,4.80E-04,0.00732
471,4.80E-04,0.00732
472,4.80E-04,0.00732
473,4.80E-04,0.00732
474,4.80E-04,0.00732
475,4.80E-04,0.00732
476,4.80E-04,0.00732
477,4.80E-04,0.00728
478,4.80E-04,0.0072
479,4.80E-04,0.0072
480,4.80E-04,0.00716
481,4.80E-04,0.00712
482,4.80E-04,0.00708
483,4.40E-04,0.00708
484,4.40E-04,0.007
485,4.40E-04,0.00692
486,4.40E-04,0.00688
487,4.40E-04,0.0068
488,4.40E-04,0.00664
489,4.40E-04,0.00656
490,4.40E-04,0.00656
491,4.40E-04,0.00652
492,4.40E-04,0.00648
493,4.40E-04,0.00636
494,4.40E-04,0.00632
495,4.40E-04,0.00632
496,4.40E-04,0.00632
497,4.40E-04,0.00624
498,4.40E-04,0.00624
499,4.40E-04,0.00624
500,4.40E-04,0.00624
501,4.40E-04,0.00624
502,4.40E-04,0.00624
503,4.00E-04,0.00624
504,4.00E-04,0.0062
505,4.00E-04,0.00616
506,4.00E-04,0.00616
507,4.00E-04,0.00608
508,4.00E-04,0.00608
509,4.00E-04,0.00604
510,4.00E-04,0.00596
511,4.00E-04,0.00596
512,4.00E-04,0.00592
513,3.60E-04,0.00588
514,3.60E-04,0.00588
515,3.60E-04,0.00584
516,3.60E-04,0.00584
517,3.60E-04,0.0058
518,3.60E-04,0.00576
519,3.60E-04,0.00572
520,3.60E-04,0.00568
521,3.60E-04,0.00564
522,3.60E-04,0.00564
523,3.60E-04,0.0056
524,3.20E-04,0.0056
525,3.20E-04,0.0056
526,3.20E-04,0.00556
527,3.20E-04,0.00544
528,3.20E-04,0.00544
529,3.20E-04,0.00532
530,3.20E-04,0.00532
531,3.20E-04,0.00532
532,3.20E-04,0.00532
533,3.20E-04,0.00528
534,3.20E-04,0.00528
535,3.20E-04,0.00528
536,3.20E-04,0.0052
537,3.20E-04,0.00516
538,3.20E-04,0.00516
539,2.80E-04,0.00512
540,2.80E-04,0.00512
541,2.80E-04,0.00508
542,2.80E-04,0.00508
543,2.80E-04,0.00508
544,2.80E-04,0.00508
545,2.40E-04,0.00508
546,2.40E-04,0.00508
547,2.40E-04,0.00504
548,2.40E-04,0.00504
549,2.40E-04,0.00504
550,2.40E-04,0.005
551,2.40E-04,0.005
552,2.40E-04,0.00492
553,2.40E-04,0.0048
554,2.40E-04,0.00476
555,2.00E-04,0.00476
556,2.00E-04,0.00468
557,2.00E-04,0.00464
558,2.00E-04,0.00464
559,2.00E-04,0.0046
560,2.00E-04,0.0046
561,2.00E-04,0.0046
562,2.00E-04,0.0046
563,2.00E-04,0.0046
564,2.00E-04,0.0046
565,2.00E-04,0.00456
566,2.00E-04,0.00456
567,2.00E-04,0.00452
568,2.00E-04,0.00448
569,2.00E-04,0.00444
570,2.00E-04,0.0044
571,2.00E-04,0.0044
572,2.00E-04,0.00424
573,2.00E-04,0.00424
574,2.00E-04,0.00424
575,2.00E-04,0.0042
576,2.00E-04,0.00416
577,2.00E-04,0.00416
578,2.00E-04,0.00416
579,2.00E-04,0.00416
580,2.00E-04,0.00408
581,2.00E-04,0.00408
582,2.00E-04,0.00408
583,2.00E-04,0.00408
584,2.00E-04,0.00408
585,2.00E-04,0.00408
586,2.00E-04,0.00404
587,2.00E-04,0.00404
588,2.00E-04,0.004
589,2.00E-04,0.004
590,2.00E-04,0.004
591,2.00E-04,0.004
592,2.00E-04,0.004
593,2.00E-04,0.00396
594,2.00E-04,0.00392
595,2.00E-04,0.00388
596,2.00E-04,0.00388
597,2.00E-04,0.00384
598,2.00E-04,0.0038
599,2.00E-04,0.0038
600,2.00E-04,0.0038
601,2.00E-04,0.00376
602,2.00E-04,0.00376
603,2.00E-04,0.00376
604,2.00E-04,0.00376
605,2.00E-04,0.00376
606,2.00E-04,0.00372
607,2.00E-04,0.00372
608,2.00E-04,0.00372
609,2.00E-04,0.00368
610,2.00E-04,0.00368
611,2.00E-04,0.00368
612,2.00E-04,0.00364
613,2.00E-04,0.00364
614,2.00E-04,0.00356
615,2.00E-04,0.00356
616,2.00E-04,0.00356
617,2.00E-04,0.00348
618,2.00E-04,0.0034
619,2.00E-04,0.00336
620,2.00E-04,0.00336
621,2.00E-04,0.00336
622,2.00E-04,0.00336
623,2.00E-04,0.00332
624,2.00E-04,0.00328
625,2.00E-04,0.00328
626,1.60E-04,0.00328
627,1.60E-04,0.00324
628,1.60E-04,0.00316
629,1.60E-04,0.00316
630,1.60E-04,0.00312
631,1.60E-04,0.00312
632,1.60E-04,0.00312
633,1.60E-04,0.00304
634,1.60E-04,0.003
635,1.60E-04,0.003
636,1.60E-04,0.00292
637,1.60E-04,0.00292
638,1.60E-04,0.00292
639,1.60E-04,0.00288
640,1.60E-04,0.00284
641,1.60E-04,0.00284
642,1.60E-04,0.00284
643,1.60E-04,0.00284
644,1.60E-04,0.0028
645,1.60E-04,0.00276
646,1.60E-04,0.00272
647,1.60E-04,0.00268
648,1.60E-04,0.00268
649,1.60E-04,0.00268
650,1.60E-04,0.00268
651,1.60E-04,0.00264
652,1.60E-04,0.0026
653,1.60E-04,0.00256
654,1.60E-04,0.00252
655,1.60E-04,0.00252
656,1.20E-04,0.00248
657,1.20E-04,0.00248
658,1.20E-04,0.00248
659,1.20E-04,0.00248
660,1.20E-04,0.00248
661,1.20E-04,0.00248
662,1.20E-04,0.00248
663,1.20E-04,0.00248
664,1.20E-04,0.00248
665,1.20E-04,0.00248
666,1.20E-04,0.0024
667,1.20E-04,0.0024
668,1.20E-04,0.00232
669,1.20E-04,0.00232
670,8.00E-05,0.00232
671,8.00E-05,0.00232
672,8.00E-05,0.00232
673,8.00E-05,0.00232
674,8.00E-05,0.00232
675,8.00E-05,0.00228
676,8.00E-05,0.00224
677,8.00E-05,0.00224
678,8.00E-05,0.00224
679,8.00E-05,0.00224
680,8.00E-05,0.00224
681,8.00E-05,0.00224
682,8.00E-05,0.0022
683,8.00E-05,0.0022
684,8.00E-05,0.0022
685,8.00E-05,0.0022
686,8.00E-05,0.0022
687,8.00E-05,0.0022
688,8.00E-05,0.0022
689,8.00E-05,0.00216
690,8.00E-05,0.00216
691,8.00E-05,0.00212
692,8.00E-05,0.00212
693,8.00E-05,0.00212
694,8.00E-05,0.00212
695,8.00E-05,0.00212
696,8.00E-05,0.00212
697,8.00E-05,0.00212
698,8.00E-05,0.00212
699,8.00E-05,0.00212
700,8.00E-05,0.00212
701,8.00E-05,0.00204
702,8.00E-05,0.00204
703,8.00E-05,0.00204
704,8.00E-05,0.002
705,8.00E-05,0.002
706,8.00E-05,0.002
707,8.00E-05,0.002
708,8.00E-05,0.002
709,8.00E-05,0.00196
710,8.00E-05,0.00196
711,8.00E-05,0.00196
712,8.00E-05,0.00196
713,8.00E-05,0.00196
714,8.00E-05,0.00196
715,8.00E-05,0.00196
716,8.00E-05,0.00196
717,8.00E-05,0.00196
718,8.00E-05,0.00196
719,8.00E-05,0.00192
720,8.00E-05,0.00192
721,8.00E-05,0.00192
722,8.00E-05,0.00192
723,8.00E-05,0.00192
724,8.00E-05,0.00192
725,8.00E-05,0.00192
726,8.00E-05,0.00188
727,8.00E-05,0.00188
728,8.00E-05,0.00188
729,8.00E-05,0.00188
730,8.00E-05,0.00188
731,8.00E-05,0.00188
732,8.00E-05,0.00184
733,8.00E-05,0.00184
734,8.00E-05,0.00184
735,8.00E-05,0.00184
736,8.00E-05,0.00184
737,8.00E-05,0.00184
738,8.00E-05,0.00184
739,8.00E-05,0.00184
740,8.00E-05,0.0018
741,8.00E-05,0.0018
742,8.00E-05,0.00176
743,8.00E-05,0.00176
744,8.00E-05,0.00172
745,8.00E-05,0.00172
746,8.00E-05,0.00168
747,8.00E-05,0.00164
748,8.00E-05,0.00156
749,8.00E-05,0.00156
750,8.00E-05,0.00156
751,8.00E-05,0.00156
752,8.00E-05,0.00156
753,8.00E-05,0.00156
754,8.00E-05,0.00156
755,8.00E-05,0.00156
756,8.00E-05,0.00152
757,8.00E-05,0.00152
758,8.00E-05,0.00148
759,8.00E-05,0.00148
760,8.00E-05,0.00148
761,8.00E-05,0.00148
762,8.00E-05,0.00148
763,4.00E-05,0.00148
764,4.00E-05,0.00144
765,4.00E-05,0.0014
766,4.00E-05,0.0014
767,4.00E-05,0.0014
768,4.00E-05,0.00136
769,4.00E-05,0.00136
770,4.00E-05,0.00136
771,4.00E-05,0.00136
772,4.00E-05,0.00136
773,4.00E-05,0.00136
774,4.00E-05,0.00136
775,4.00E-05,0.00136
776,4.00E-05,0.00132
777,4.00E-05,0.00132
778,4.00E-05,0.00132
779,4.00E-05,0.00128
780,4.00E-05,0.00128
781,4.00E-05,0.00128
782,4.00E-05,0.00128
783,4.00E-05,0.00128
784,4.00E-05,0.00124
785,4.00E-05,0.00124
786,4.00E-05,0.00124
787,4.00E-05,0.00124
788,4.00E-05,0.00124
789,4.00E-05,0.00124
790,4.00E-05,0.00116
791,4.00E-05,0.00104
792,4.00E-05,0.00104
793,4.00E-05,0.00104
794,4.00E-05,0.00104
795,4.00E-05,0.00104
796,4.00E-05,0.00104
797,4.00E-05,0.001
798,4.00E-05,0.001
799,4.00E-05,0.001
800,4.00E-05,0.001
801,4.00E-05,0.001
802,4.00E-05,0.001
803,4.00E-05,0.00096
804,4.00E-05,0.00096
805,4.00E-05,0.00096
806,4.00E-05,0.00096
807,4.00E-05,0.00092
808,4.00E-05,0.00092
809,4.00E-05,0.00092
810,4.00E-05,0.00092
811,4.00E-05,0.00088
812,4.00E-05,0.00088
813,4.00E-05,0.00088
814,4.00E-05,0.00088
815,4.00E-05,0.00088
816,4.00E-05,0.00088
817,4.00E-05,0.00088
818,4.00E-05,0.00084
819,4.00E-05,0.00084
820,4.00E-05,0.00084
821,4.00E-05,0.0008
822,4.00E-05,0.0008
823,4.00E-05,0.0008
824,4.00E-05,0.0008
825,4.00E-05,0.0008
826,4.00E-05,0.0008
827,4.00E-05,0.00076
828,4.00E-05,0.00076
829,4.00E-05,0.00072
830,4.00E-05,0.00072
831,4.00E-05,0.00072
832,4.00E-05,0.00068
833,4.00E-05,0.00068
834,4.00E-05,0.00068
835,4.00E-05,0.00068
836,4.00E-05,0.0006
837,4.00E-05,0.0006
838,4.00E-05,0.0006
839,4.00E-05,0.0006
840,4.00E-05,0.0006
841,4.00E-05,0.0006
842,4.00E-05,0.0006
843,4.00E-05,0.0006
844,4.00E-05,0.0006
845,4.00E-05,0.0006
846,4.00E-05,0.0006
847,4.00E-05,0.0006
848,4.00E-05,0.0006
849,4.00E-05,0.0006
850,4.00E-05,0.0006
851,4.00E-05,0.0006
852,4.00E-05,0.0006
853,4.00E-05,0.0006
854,4.00E-05,0.0006
855,4.00E-05,0.0006
856,4.00E-05,0.0006
857,4.00E-05,0.0006
858,4.00E-05,0.0006
859,4.00E-05,0.0006
860,4.00E-05,0.0006
861,4.00E-05,0.0006
862,4.00E-05,0.0006
863,4.00E-05,0.0006
864,4.00E-05,0.0006
865,4.00E-05,0.0006
866,4.00E-05,0.0006
867,4.00E-05,0.0006
868,4.00E-05,0.0006
869,4.00E-05,0.0006
870,4.00E-05,0.0006
871,4.00E-05,0.00056
872,4.00E-05,0.00056
873,4.00E-05,0.00056
874,4.00E-05,0.00056
875,4.00E-05,0.00056
876,4.00E-05,5.60E-04
877,4.00E-05,5.60E-04
878,4.00E-05,5.60E-04
879,4.00E-05,5.60E-04
880,4.00E-05,5.60E-04
881,4.00E-05,5.60E-04
882,4.00E-05,5.20E-04
883,4.00E-05,5.20E-04
884,4.00E-05,5.20E-04
885,4.00E-05,5.20E-04
886,4.00E-05,5.20E-04
887,4.00E-05,5.20E-04
888,4.00E-05,4.80E-04
889,4.00E-05,4.80E-04
890,4.00E-05,4.80E-04
891,4.00E-05,4.80E-04
892,4.00E-05,4.80E-04
893,4.00E-05,4.80E-04
894,4.00E-05,4.80E-04
895,4.00E-05,4.80E-04
896,4.00E-05,4.80E-04
897,4.00E-05,4.80E-04
898,4.00E-05,4.80E-04
899,4.00E-05,4.80E-04
900,4.00E-05,4.80E-04
901,4.00E-05,4.80E-04
902,4.00E-05,4.80E-04
903,4.00E-05,4.80E-04
904,4.00E-05,4.80E-04
905,4.00E-05,4.80E-04
906,4.00E-05,4.80E-04
907,4.00E-05,4.80E-04
908,4.00E-05,4.80E-04
909,4.00E-05,4.80E-04
910,4.00E-05,4.80E-04
911,4.00E-05,4.80E-04
912,4.00E-05,4.80E-04
913,4.00E-05,4.80E-04
914,4.00E-05,4.80E-04
915,4.00E-05,4.80E-04
916,4.00E-05,4.80E-04
917,4.00E-05,4.80E-04
918,4.00E-05,4.80E-04
919,4.00E-05,4.80E-04
920,4.00E-05,4.40E-04
921,4.00E-05,4.40E-04
922,4.00E-05,4.40E-04
923,4.00E-05,4.40E-04
924,4.00E-05,4.40E-04
925,4.00E-05,4.40E-04
926,4.00E-05,4.40E-04
927,4.00E-05,4.40E-04
928,4.00E-05,4.40E-04
929,4.00E-05,4.40E-04
930,4.00E-05,4.40E-04
931,4.00E-05,4.40E-04
932,4.00E-05,4.40E-04
933,4.00E-05,4.40E-04
934,4.00E-05,4.40E-04
935,4.00E-05,4.40E-04
936,4.00E-05,4.40E-04
937,4.00E-05,4.40E-04
938,4.00E-05,4.40E-04
939,4.00E-05,4.40E-04
940,4.00E-05,4.00E-04
941,4.00E-05,4.00E-04
942,4.00E-05,3.60E-04
943,4.00E-05,3.60E-04
944,4.00E-05,3.60E-04
945,4.00E-05,3.60E-04
946,4.00E-05,3.60E-04
947,4.00E-05,3.60E-04
948,4.00E-05,3.20E-04
949,4.00E-05,2.80E-04
950,4.00E-05,2.80E-04
951,4.00E-05,2.80E-04
952,4.00E-05,2.80E-04
953,4.00E-05,2.80E-04
954,4.00E-05,2.80E-04
955,4.00E-05,2.80E-04
956,4.00E-05,2.80E-04
957,4.00E-05,2.80E-04
958,4.00E-05,2.80E-04
959,4.00E-05,2.80E-04
960,4.00E-05,2.80E-04
961,4.00E-05,2.80E-04
962,4.00E-05,2.80E-04
963,4.00E-05,2.80E-04
964,0,2.40E-04
965,0,2.40E-04
966,0,2.40E-04
967,0,1.60E-04
968,0,1.60E-04
969,0,1.60E-04
970,0,1.60E-04
971,0,1.60E-04
972,0,1.20E-04
973,0,1.20E-04
974,0,1.20E-04
975,0,1.20E-04
976,0,8.00E-05
977,0,8.00E-05
978,0,4.00E-05
979,0,4.00E-05
980,0,4.00E-05
981,0,4.00E-05
982,0,4.00E-05
983,0,4.00E-05
984,0,0.00E+00
985,0,0.00E+00
986,0,0.00E+00
987,0,0.00E+00
988,0,0.00E+00
989,0,0.00E+00
990,0,0.00E+00
991,0,0.00E+00
992,0,0.00E+00
993,0,0.00E+00
994,0,0.00E+00
995,0,0.00E+00
996,0,0.00E+00
997,0,0
998,0,0
999,0,0
1000,0,0
