Time,Rec
163,0.03122
164,0.0314
165,0.03148
166,0.03164
167,0.03186
168,0.03214
169,0.03226
170,0.03256
171,0.03278
172,0.03298
173,0.03314
174,0.03336
175,0.03378
176,0.03406
177,0.03436
178,0.0347
179,0.03502
180,0.03526
181,0.03562
182,0.03594
183,0.03632
184,0.03652
185,0.03692
186,0.03742
187,0.0378
188,0.0383
189,0.03886
190,0.03936
191,0.03974
192,0.04018
193,0.0406
194,0.04108
195,0.04136
196,0.04172
197,0.0421
198,0.04264
199,0.04322
200,0.04374
201,0.04446
202,0.04496
203,0.0456
204,0.0461
205,0.04668
206,0.0472
207,0.04776
208,0.04846
209,0.04892
210,0.04948
211,0.05
212,0.05074
213,0.05132
214,0.0518
215,0.05266
216,0.05336
217,0.05414
218,0.05484
219,0.0558
220,0.05654
221,0.05714
222,0.0578
223,0.05862
224,0.05916
225,0.06
226,0.06092
227,0.06166
228,0.06244
229,0.06334
230,0.06414
231,0.06496
232,0.06574
233,0.06686
234,0.06772
235,0.06858
236,0.06928
237,0.0705
238,0.07132
239,0.07228
240,0.07316
241,0.07414
242,0.07542
243,0.07638
244,0.07712
245,0.07802
246,0.0791
247,0.08034
248,0.08142
249,0.08222
250,0.0832
251,0.08432
252,0.08536
253,0.08634
254,0.08768
255,0.08864
256,0.08972
257,0.09088
258,0.09192
259,0.09324
260,0.09458
261,0.09582
262,0.09712
263,0.09826
264,0.09962
265,0.10078
266,0.10214
267,0.1035
268,0.10482
269,0.10626
270,0.10758
271,0.10888
272,0.11016
273,0.11114
274,0.11226
275,0.11378
276,0.11498
277,0.1161
278,0.11744
279,0.11882
280,0.12014
281,0.12132
282,0.12258
283,0.12412
284,0.12532
285,0.12656
286,0.12808
287,0.12942
288,0.1307
289,0.13226
290,0.13386
291,0.13514
292,0.13624
293,0.13784
294,0.13918
295,0.14046
296,0.14194
297,0.14322
298,0.1443
299,0.146
300,0.14728
301,0.14868
302,0.14994
303,0.15138
304,0.1527
305,0.15422
306,0.1556
307,0.15716
308,0.15862
309,0.16028
310,0.16146
311,0.16308
312,0.16478
313,0.16606
314,0.16774
315,0.16912
316,0.17034
317,0.17206
318,0.17368
319,0.17528
320,0.17724
321,0.1787
322,0.1804
323,0.18186
324,0.18342
325,0.18456
326,0.1863
327,0.18768
328,0.18906
329,0.19084
330,0.19236
331,0.19402
332,0.19544
333,0.19684
334,0.19848
335,0.20008
336,0.20152
337,0.20314
338,0.20464
339,0.20616
340,0.20784
341,0.20948
342,0.21054
343,0.21232
344,0.2137
345,0.21536
346,0.21692
347,0.21868
348,0.22072
349,0.2229
350,0.22472
351,0.2267
352,0.22812
353,0.23
354,0.23162
355,0.23358
356,0.23534
357,0.2374
358,0.23914
359,0.24118
360,0.24312
361,0.24464
362,0.24626
363,0.24802
364,0.24968
365,0.2517
366,0.25344
367,0.25516
368,0.2569
369,0.25876
370,0.26052
371,0.26244
372,0.26416
373,0.26592
374,0.26744
375,0.26952
376,0.2717
377,0.27332
378,0.27488
379,0.27682
380,0.27864
381,0.28018
382,0.282
383,0.28402
384,0.28556
385,0.28726
386,0.289
387,0.29094
388,0.2926
389,0.29458
390,0.29642
391,0.29812
392,0.29994
393,0.30168
394,0.3031
395,0.30448
396,0.30618
397,0.30808
398,0.3098
399,0.31138
400,0.31312
401,0.31484
402,0.31666
403,0.31862
404,0.3205
405,0.3223
406,0.32416
407,0.32602
408,0.32784
409,0.3297
410,0.33148
411,0.33334
412,0.33496
413,0.33688
414,0.33888
415,0.34074
416,0.34258
417,0.34424
418,0.34616
419,0.3476
420,0.34976
421,0.35182
422,0.35358
423,0.35578
424,0.35746
425,0.35914
426,0.36088
427,0.36264
428,0.36486
429,0.3668
430,0.36858
431,0.37042
432,0.3726
433,0.37458
434,0.37622
435,0.37782
436,0.37946
437,0.38132
438,0.38284
439,0.38456
440,0.38616
441,0.38768
442,0.3891
443,0.39096
444,0.3927
445,0.39422
446,0.39598
447,0.39784
448,0.3996
449,0.40114
450,0.40322
451,0.40492
452,0.40666
453,0.40854
454,0.4103
455,0.41218
456,0.41398
457,0.41558
458,0.41708
459,0.4189
460,0.4205
461,0.42214
462,0.42392
463,0.426
464,0.42754
465,0.42932
466,0.43096
467,0.43272
468,0.4344
469,0.43594
470,0.43788
471,0.43952
472,0.44122
473,0.4429
474,0.44456
475,0.4464
476,0.44846
477,0.45008
478,0.45158
479,0.45356
480,0.45572
481,0.45712
482,0.4591
483,0.46104
484,0.46292
485,0.46472
486,0.4663
487,0.46824
488,0.47002
489,0.47168
490,0.4731
491,0.47482
492,0.4767
493,0.47814
494,0.47974
495,0.48136
496,0.48298
497,0.48484
498,0.48652
499,0.48822
500,0.49002
501,0.49172
502,0.49332
503,0.49498
504,0.4967
505,0.49822
506,0.49972
507,0.50166
508,0.50316
509,0.50524
510,0.5065
511,0.5079
512,0.50958
513,0.51144
514,0.51328
515,0.51494
516,0.51648
517,0.51814
518,0.51976
519,0.5212
520,0.5228
521,0.52448
522,0.52606
523,0.52768
524,0.52916
525,0.53072
526,0.53222
527,0.53388
528,0.53548
529,0.53672
530,0.53844
531,0.53974
532,0.54096
533,0.54228
534,0.54346
535,0.545
536,0.54652
537,0.5478
538,0.54942
539,0.5509
540,0.55218
541,0.5534
542,0.555
543,0.55648
544,0.55796
545,0.5595
546,0.56078
547,0.56234
548,0.56362
549,0.56502
550,0.56658
551,0.56798
552,0.5694
553,0.57062
554,0.57194
555,0.57336
556,0.57468
557,0.57628
558,0.57774
559,0.57894
560,0.58034
561,0.58198
562,0.5836
563,0.5848
564,0.58596
565,0.58748
566,0.58892
567,0.59012
568,0.59162
569,0.59292
570,0.59422
571,0.59574
572,0.59686
573,0.59852
574,0.5998
575,0.6012
576,0.60256
577,0.60402
578,0.6055
579,0.60692
580,0.60816
581,0.60956
582,0.61094
583,0.61232
584,0.61362
585,0.61472
586,0.61616
587,0.61752
588,0.61884
589,0.61988
590,0.6211
591,0.62212
592,0.62338
593,0.62464
594,0.62586
595,0.62712
596,0.62852
597,0.62994
598,0.63118
599,0.63248
600,0.63366
601,0.6346
602,0.63574
603,0.6371
604,0.63838
605,0.63974
606,0.64082
607,0.64188
608,0.6431
609,0.64426
610,0.64542
611,0.64662
612,0.64766
613,0.64902
614,0.65018
615,0.6511
616,0.65226
617,0.65378
618,0.65494
619,0.65602
620,0.6572
621,0.65836
622,0.65964
623,0.6609
624,0.66202
625,0.66322
626,0.66434
627,0.66544
628,0.6665
629,0.6676
630,0.6686
631,0.66986
632,0.6708
633,0.67174
634,0.67318
635,0.6743
636,0.6753
637,0.67642
638,0.67762
639,0.6788
640,0.67964
641,0.6807
642,0.68176
643,0.68284
644,0.68394
645,0.6849
646,0.68588
647,0.68696
648,0.68798
649,0.68888
650,0.69004
651,0.69114
652,0.69218
653,0.69314
654,0.6941
655,0.69526
656,0.6961
657,0.69736
658,0.69848
659,0.69974
660,0.70056
661,0.70158
662,0.70272
663,0.70368
664,0.70468
665,0.70592
666,0.70686
667,0.70796
668,0.70882
669,0.70992
670,0.71106
671,0.71192
672,0.71294
673,0.7141
674,0.71532
675,0.71636
676,0.7175
677,0.71852
678,0.7194
679,0.72024
680,0.72102
681,0.72174
682,0.72272
683,0.72358
684,0.72446
685,0.72562
686,0.72656
687,0.72718
688,0.72824
689,0.72946
690,0.73036
691,0.73154
692,0.73276
693,0.73378
694,0.73458
695,0.73548
696,0.73626
697,0.73722
698,0.73802
699,0.73886
700,0.73988
701,0.74072
702,0.7415
703,0.74252
704,0.74354
705,0.74432
706,0.74524
707,0.74614
708,0.74722
709,0.7481
710,0.74914
711,0.75008
712,0.7511
713,0.75196
714,0.75294
715,0.75408
716,0.75504
717,0.75618
718,0.75688
719,0.75786
720,0.75856
721,0.7595
722,0.76042
723,0.7615
724,0.76238
725,0.76326
726,0.76432
727,0.76536
728,0.76608
729,0.76724
730,0.7681
731,0.76898
732,0.76976
733,0.77042
734,0.77116
735,0.7721
736,0.77296
737,0.77376
738,0.77468
739,0.77546
740,0.77658
741,0.7775
742,0.77856
743,0.7795
744,0.78024
745,0.7812
746,0.78188
747,0.7828
748,0.78364
749,0.78446
750,0.78508
751,0.7858
752,0.78658
753,0.78738
754,0.78816
755,0.78888
756,0.78996
757,0.79068
758,0.79156
759,0.79232
760,0.7934
761,0.79414
762,0.79506
763,0.79576
764,0.79642
765,0.7971
766,0.79802
767,0.79886
768,0.7994
769,0.80024
770,0.80108
771,0.80196
772,0.80266
773,0.80336
774,0.80408
775,0.80478
776,0.8055
777,0.80602
778,0.8068
779,0.80738
780,0.80816
781,0.80884
782,0.80948
783,0.81032
784,0.81106
785,0.81182
786,0.81246
787,0.81342
788,0.8143
789,0.81506
790,0.81586
791,0.81668
792,0.81726
793,0.81802
794,0.81902
795,0.81966
796,0.82034
797,0.82128
798,0.82198
799,0.82278
800,0.82358
801,0.82462
802,0.82546
803,0.82604
804,0.82698
805,0.8276
806,0.8284
807,0.82898
808,0.8296
809,0.8301
810,0.83084
811,0.83152
812,0.83208
813,0.83276
814,0.83342
815,0.83412
816,0.83496
817,0.83582
818,0.83642
819,0.83712
820,0.83788
821,0.83868
822,0.83942
823,0.84
824,0.84056
825,0.84132
826,0.84194
827,0.8426
828,0.84314
829,0.84386
830,0.8444
831,0.84502
832,0.84568
833,0.84634
834,0.84712
835,0.84764
836,0.8484
837,0.84898
838,0.84952
839,0.8501
840,0.85094
841,0.85146
842,0.85198
843,0.85242
844,0.85306
845,0.8538
846,0.85436
847,0.85504
848,0.85572
849,0.85616
850,0.85702
851,0.85758
852,0.85832
853,0.859
854,0.85968
855,0.86028
856,0.86098
857,0.86176
858,0.86228
859,0.86284
860,0.86346
861,0.86426
862,0.86494
863,0.8655
864,0.86616
865,0.86698
866,0.86742
867,0.86792
868,0.86848
869,0.86934
870,0.87
871,0.8705
872,0.87112
873,0.87172
874,0.87226
875,0.87276
876,0.87344
877,0.87398
878,0.87444
879,0.87514
880,0.8756
881,0.87622
882,0.8769
883,0.87768
884,0.87854
885,0.87908
886,0.87976
887,0.8804
888,0.88116
889,0.88194
890,0.8828
891,0.88342
892,0.88414
893,0.88482
894,0.88562
895,0.88624
896,0.88668
897,0.88734
898,0.88792
899,0.88848
900,0.88904
901,0.88952
902,0.89
903,0.89062
904,0.89114
905,0.89166
906,0.89224
907,0.8928
908,0.89322
909,0.89386
910,0.89418
911,0.89474
912,0.89544
913,0.89608
914,0.89644
915,0.89688
916,0.8975
917,0.89808
918,0.89858
919,0.89894
920,0.89954
921,0.90002
922,0.90052
923,0.901
924,0.9015
925,0.90196
926,0.90258
927,0.9032
928,0.90372
929,0.90414
930,0.9047
931,0.90522
932,0.9056
933,0.90606
934,0.90658
935,0.90716
936,0.90752
937,0.90788
938,0.90832
939,0.9087
940,0.90902
941,0.90944
942,0.90994
943,0.91032
944,0.91092
945,0.9112
946,0.9116
947,0.91214
948,0.91264
949,0.91306
950,0.91366
951,0.9143
952,0.9148
953,0.91532
954,0.91598
955,0.91636
956,0.91684
957,0.91722
958,0.9177
959,0.91812
960,0.91848
961,0.91896
962,0.91938
963,0.91996
964,0.92052
965,0.9209
966,0.9213
967,0.92184
968,0.92228
969,0.92282
970,0.92308
971,0.9236
972,0.92412
973,0.92452
974,0.92484
975,0.9253
976,0.92578
977,0.92636
978,0.92676
979,0.92716
980,0.92756
981,0.92796
982,0.92834
983,0.92866
984,0.92926
985,0.92988
986,0.9304
987,0.93074
988,0.9313
989,0.93202
990,0.93246
991,0.93288
992,0.93334
993,0.93378
994,0.9343
995,0.93462
996,0.93492
997,0.93532
998,0.93576
999,0.93612
1000,0.93656
