Time,Rec
430,0.7279988
431,0.72951
432,0.731004
433,0.73249
434,0.7321032
435,0.7335
436,0.7349352
437,0.736404
438,0.7377744
439,0.7391348
440,0.7385564
441,0.7398572
442,0.7411572
443,0.74248
444,0.7438044
445,0.74507
446,0.7463464
447,0.7476576
448,0.7469748
449,0.7481948
450,0.7494604
451,0.7507072
452,0.75191
453,0.753152
454,0.7543868
455,0.7555904
456,0.7567972
457,0.757996
458,0.7591612
459,0.7603252
460,0.7595504
461,0.7568656
462,0.7580964
463,0.7594232
464,0.760726
465,0.7620312
466,0.7633664
467,0.7628172
468,0.7641096
469,0.7654976
470,0.7668232
471,0.7680704
472,0.7693492
473,0.770604
474,0.7718268
475,0.7729804
476,0.7741428
477,0.7752896
478,0.7764116
479,0.7755644
480,0.7766448
481,0.7777616
482,0.7770196
483,0.7781496
484,0.7793632
485,0.7805816
486,0.7817648
487,0.7829844
488,0.7841528
489,0.783418
490,0.7845956
491,0.7858096
492,0.785024
493,0.7861764
494,0.7874224
495,0.7886348
496,0.7898208
497,0.7910032
498,0.792184
499,0.7933172
500,0.7943892
501,0.7955052
502,0.7965668
503,0.7976296
504,0.7986428
505,0.799666
506,0.800646
507,0.801662
508,0.8026912
509,0.8036836
510,0.8046724
511,0.8056728
512,0.8066356
513,0.8076296
514,0.8086352
515,0.8096184
516,0.8105556
517,0.8115612
518,0.8124984
519,0.8134564
520,0.814408
521,0.815392
522,0.8163412
523,0.8172992
524,0.8182644
525,0.8191936
526,0.8201336
527,0.821088
528,0.8200752
529,0.821004
530,0.8220188
531,0.821064
532,0.8220564
533,0.8231452
534,0.824248
535,0.82531
536,0.8263812
537,0.8274372
538,0.8284724
539,0.8295092
540,0.8304764
541,0.8294944
542,0.8304588
543,0.831418
544,0.8323788
545,0.833324
546,0.8342552
547,0.8352236
548,0.8361716
549,0.8371328
550,0.8380848
551,0.8389916
552,0.8399076
553,0.840788
554,0.8416644
555,0.8425712
556,0.8434292
557,0.844302
558,0.8451352
559,0.8459504
560,0.8467608
561,0.8475876
562,0.8484164
563,0.8492252
564,0.8500284
565,0.8508564
566,0.8516764
567,0.8524944
568,0.8532812
569,0.8540712
570,0.8549068
571,0.8556868
572,0.856492
573,0.8572832
574,0.8580436
575,0.858826
576,0.8596024
577,0.8603748
578,0.861142
579,0.8619096
580,0.8626444
581,0.8634376
582,0.864216
583,0.8649548
584,0.8656976
585,0.8664496
586,0.8652556
587,0.8660304
588,0.8668244
589,0.8676196
590,0.8684368
591,0.8692524
592,0.8681032
593,0.8688912
594,0.8697424
595,0.8706284
596,0.8714716
597,0.8722948
598,0.8730992
599,0.8739032
600,0.8746716
601,0.8755096
602,0.8762836
603,0.8770168
604,0.8777708
605,0.8784816
606,0.8791972
607,0.8798696
608,0.8785884
609,0.8792816
610,0.8800828
611,0.8808388
612,0.8815732
613,0.8822996
614,0.88305
615,0.8837944
616,0.8844804
617,0.88519
618,0.8858812
619,0.8865984
620,0.8872468
621,0.8859716
622,0.8866576
623,0.8874172
624,0.8881648
625,0.8888492
626,0.8895796
627,0.8903356
628,0.891036
629,0.89173
630,0.8924076
631,0.8930796
632,0.8937304
633,0.8943532
634,0.8949864
635,0.8955884
636,0.8961972
637,0.89679
638,0.895426
639,0.8960132
640,0.8966316
641,0.8972884
642,0.8979232
643,0.8986072
644,0.8992396
645,0.8998972
646,0.9005248
647,0.9011808
648,0.901806
649,0.9023864
650,0.9030224
651,0.9016912
652,0.9022728
653,0.9029264
654,0.9035944
655,0.9042628
656,0.9048684
657,0.90552
658,0.906154
659,0.9067696
660,0.9073612
661,0.9079276
662,0.908494
663,0.90906
664,0.9096184
665,0.9101392
666,0.9106572
667,0.9111864
668,0.9117144
669,0.912214
670,0.9127396
671,0.9132428
672,0.91374
673,0.9142496
674,0.9147588
675,0.9152516
676,0.9157452
677,0.9162484
678,0.916766
679,0.9172524
680,0.9177476
681,0.9182436
682,0.918718
683,0.919208
684,0.9196696
685,0.9201636
686,0.920658
687,0.9211288
688,0.9216028
689,0.9220684
690,0.92255
691,0.9230236
692,0.9215208
693,0.9220104
694,0.9225048
695,0.9229956
696,0.9234696
697,0.923958
698,0.9244724
699,0.9249712
700,0.92549
701,0.9259824
702,0.9265008
703,0.926974
704,0.9274484
705,0.927934
706,0.9284036
707,0.9288764
708,0.92933
709,0.929776
710,0.930222
711,0.9306436
712,0.9310524
713,0.9314708
714,0.9318948
715,0.9323136
716,0.9327124
717,0.9331076
718,0.9335264
719,0.9339108
720,0.9343232
721,0.9347276
722,0.9351352
723,0.935524
724,0.935922
725,0.9363264
726,0.9367352
727,0.9371384
728,0.9375244
729,0.9379068
730,0.938304
731,0.9386836
732,0.9390832
733,0.9394764
734,0.9398656
735,0.9402316
736,0.9406
737,0.9409744
738,0.9413496
739,0.9417072
740,0.9420704
741,0.942432
742,0.9427828
743,0.9431328
744,0.943494
745,0.9438416
746,0.9441796
747,0.9445348
748,0.94489
749,0.94525
750,0.9456196
751,0.9459844
752,0.9463428
753,0.9447128
754,0.945074
755,0.9455128
756,0.945918
757,0.9463028
758,0.9466728
759,0.947086
760,0.9474644
761,0.9478512
762,0.9482144
763,0.9485688
764,0.948918
765,0.9492628
766,0.9495956
767,0.9499312
768,0.9502464
769,0.95058
770,0.950892
771,0.9512056
772,0.9515272
773,0.9518408
774,0.9521368
775,0.952452
776,0.952758
777,0.9530568
778,0.953346
779,0.9536532
780,0.9539736
781,0.9542568
782,0.954554
783,0.9548436
784,0.95513
785,0.9553964
786,0.9556892
787,0.9559668
788,0.9562372
789,0.956514
790,0.9567772
791,0.9570376
792,0.9573112
793,0.9575524
794,0.9578252
795,0.9580896
796,0.9583796
797,0.95864
798,0.9589016
799,0.9591516
800,0.959418
801,0.9597044
802,0.9599648
803,0.9602212
804,0.9604896
805,0.9607392
806,0.9609876
807,0.9612292
808,0.961486
809,0.9617244
810,0.9619572
811,0.96221
812,0.9624504
813,0.9626972
814,0.9629316
815,0.963194
816,0.963432
817,0.9636672
818,0.9639028
819,0.964134
820,0.9643644
821,0.9645928
822,0.964804
823,0.9650364
824,0.9652708
825,0.9655124
826,0.9637784
827,0.9620424
828,0.9622728
829,0.962506
830,0.9627556
831,0.9630224
832,0.9632948
833,0.9635752
834,0.9638356
835,0.9641216
836,0.9644148
837,0.9647028
838,0.9649904
839,0.9652876
840,0.9655596
841,0.9658416
842,0.966132
843,0.9663996
844,0.9666692
845,0.9669316
846,0.967182
847,0.9674348
848,0.9676712
849,0.9679076
850,0.968136
851,0.9683576
852,0.9685764
853,0.968784
854,0.9689972
855,0.9691892
856,0.9693888
857,0.9695864
858,0.9697816
859,0.969982
860,0.9701864
861,0.9703628
862,0.9705516
863,0.9707376
864,0.9709236
865,0.9710916
866,0.9712752
867,0.9714412
868,0.9716152
869,0.9718008
870,0.9719784
871,0.972146
872,0.9723308
873,0.9724948
874,0.9726692
875,0.9728212
876,0.9729956
877,0.973154
878,0.9733256
879,0.9734792
880,0.9736556
881,0.9738224
882,0.97398
883,0.9741508
884,0.974298
885,0.9744692
886,0.97464
887,0.9747936
888,0.9749544
889,0.9751208
890,0.9752784
891,0.9754424
892,0.975604
893,0.975768
894,0.9759192
895,0.9760732
896,0.9762268
897,0.976382
898,0.976538
899,0.9766732
900,0.9768184
901,0.9769548
902,0.9771048
903,0.9772476
904,0.9773996
905,0.9775388
906,0.9776724
907,0.9778264
908,0.9779576
909,0.9781088
910,0.9782492
911,0.9783924
912,0.978536
913,0.9786752
914,0.9788052
915,0.9789324
916,0.9790664
917,0.9792024
918,0.9793436
919,0.9794788
920,0.9796056
921,0.9797304
922,0.9798544
923,0.9799952
924,0.9801136
925,0.9802392
926,0.9803608
927,0.9804964
928,0.9806276
929,0.9807524
930,0.9808724
931,0.980986
932,0.9811056
933,0.9812276
934,0.9813664
935,0.9814836
936,0.981602
937,0.9817268
938,0.9818556
939,0.9819768
940,0.9820928
941,0.9822016
942,0.9823128
943,0.9824312
944,0.9825408
945,0.9826512
946,0.9827636
947,0.9828784
948,0.9830012
949,0.98312
950,0.9832344
951,0.9833576
952,0.9834684
953,0.9835712
954,0.9836848
955,0.9837952
956,0.9838952
957,0.9839972
958,0.9841036
959,0.9842128
960,0.9843136
961,0.9844256
962,0.9845248
963,0.9846304
964,0.984732
965,0.984838
966,0.984934
967,0.9850328
968,0.9851344
969,0.98523
970,0.9853316
971,0.985432
972,0.985542
973,0.985626
974,0.985728
975,0.9858252
976,0.9859152
977,0.9860064
978,0.9860952
979,0.986192
980,0.9862772
981,0.9863696
982,0.986458
983,0.9865456
984,0.9866504
985,0.9867468
986,0.9868348
987,0.9869288
988,0.987026
989,0.98712
990,0.9872104
991,0.9873048
992,0.9874024
993,0.9874948
994,0.9875736
995,0.987674
996,0.9877564
997,0.9878436
998,0.9879168
999,0.9880044
1000,0.9880868
