Time,P11,P22
151,0.00128,0.00592
152,0.00128,0.00592
153,0.00116,0.00592
154,0.00116,0.00592
155,0.00108,0.00592
156,0.00108,0.00592
157,0.00108,0.00588
158,0.00108,0.00588
159,0.00108,0.00588
160,0.00104,0.00588
161,0.00104,0.00588
162,0.00104,0.00584
163,0.00104,0.00584
164,0.00104,0.00584
165,0.00104,0.0058
166,0.00104,0.00576
167,0.00104,0.00576
168,0.00104,0.00576
169,0.00104,0.00576
170,0.00104,0.00576
171,0.00104,0.00572
172,0.00104,0.00572
173,0.00104,0.00568
174,0.00104,0.00568
175,0.00104,0.0056
176,0.00104,0.00556
177,0.00104,0.00556
178,0.00104,0.00552
179,0.001,0.00548
180,0.001,0.00548
181,0.001,0.00548
182,0.00092,0.00548
183,0.00088,0.00548
184,0.00088,0.00544
185,0.00088,0.0054
186,0.0008,0.00536
187,0.00076,0.00528
188,0.00076,0.0052
189,0.00076,0.0052
190,0.00076,0.00516
191,0.00076,0.00512
192,0.00072,0.00512
193,0.00072,0.00508
194,0.00072,0.00508
195,0.00072,0.00508
196,0.00068,0.00508
197,0.00068,0.00508
198,0.00068,0.005
199,0.00068,0.005
200,0.00068,0.00496
201,0.00068,0.00488
202,0.00068,0.00484
203,0.00068,0.00484
204,0.00068,0.00484
205,0.00068,0.00484
206,0.00068,0.00476
207,0.00064,0.00476
208,0.00064,0.00476
209,0.00064,0.00472
210,0.00064,0.00472
211,0.00064,0.00464
212,0.00064,0.0046
213,0.00064,0.0046
214,0.00064,0.0046
215,0.00064,0.00456
216,0.00064,0.00456
217,0.00064,0.00452
218,0.00064,0.00444
219,0.00064,0.0044
220,0.00064,0.0044
221,0.00064,0.0044
222,0.00064,0.0044
223,0.00064,0.00436
224,0.00064,0.00428
225,0.00064,0.00428
226,0.00064,0.00424
227,0.00064,0.00424
228,0.00064,0.00424
229,0.00064,0.00408
230,0.0006,0.00396
231,0.0006,0.00396
232,0.0006,0.00396
233,0.0006,0.00396
234,0.0006,0.00396
235,0.0006,0.00384
236,0.0006,0.00384
237,0.00056,0.00384
238,0.00056,0.00384
239,0.00056,0.00384
240,0.00056,0.0038
241,0.00056,0.00376
242,0.00056,0.00376
243,0.00056,0.00376
244,0.00056,0.00376
245,0.00056,0.00376
246,0.00056,0.00376
247,0.00056,0.00376
248,0.00056,0.00376
249,0.00056,0.00376
250,0.00048,0.00372
251,0.00044,0.00368
252,0.00044,0.00364
253,0.00044,0.00364
254,0.00044,0.00356
255,0.00044,0.00344
256,0.00044,0.00344
257,0.00044,0.0034
258,0.00044,0.00336
259,0.00044,0.00332
260,0.00044,0.00332
261,0.00044,0.00332
262,0.00036,0.00328
263,0.00036,0.00328
264,0.00036,0.00324
265,0.00036,0.00324
266,0.00036,0.00324
267,0.00036,0.00324
268,0.00036,0.00324
269,0.00036,0.00324
270,0.00036,0.00324
271,0.00036,0.00324
272,0.00036,0.0032
273,0.00036,0.0032
274,0.00036,0.00316
275,0.00036,0.00312
276,0.00036,0.00312
277,0.00036,0.00312
278,0.00036,0.00312
279,0.00036,0.00312
280,0.00036,0.00308
281,0.00036,0.00304
282,0.00036,0.00304
283,0.00036,0.00304
284,0.00036,0.003
285,0.00036,0.003
286,0.00036,0.003
287,0.00036,0.003
288,0.00036,0.003
289,0.00036,0.00296
290,0.00036,0.00296
291,0.00036,0.00296
292,0.00036,0.00296
293,0.00036,0.00296
294,0.00036,0.00296
295,0.00036,0.00296
296,0.00036,0.00296
297,0.00032,0.00296
298,0.00032,0.00288
299,0.00032,0.00288
300,0.00032,0.00288
301,0.00032,0.00288
302,0.00032,0.00284
303,0.00032,0.00284
304,0.00032,0.00284
305,0.00032,0.00284
306,0.00032,0.00284
307,0.00032,0.00284
308,0.00032,0.00284
309,0.00032,0.0028
310,0.00032,0.0028
311,0.00032,0.00276
312,0.00032,0.00276
313,0.00032,0.00272
314,0.00032,0.00272
315,0.00032,0.00272
316,0.00032,0.00272
317,0.00032,0.00272
318,0.00032,0.00272
319,0.00032,0.00268
320,0.00032,0.00268
321,0.00032,0.00264
322,0.00028,0.00264
323,0.00028,0.00264
324,0.00028,0.00264
325,0.00028,0.00264
326,0.00028,0.0026
327,0.00028,0.0026
328,0.00028,0.0026
329,0.00028,0.0026
330,0.00028,0.0026
331,0.00028,0.00256
332,0.00028,0.00248
333,0.00028,0.00248
334,0.00028,0.00248
335,0.00028,0.00244
336,0.00028,0.00244
337,0.00028,0.00244
338,0.00028,0.00244
339,0.00028,0.0024
340,0.00028,0.0024
341,0.00024,0.0024
342,0.00024,0.0024
343,0.0002,0.0024
344,0.0002,0.0024
345,0.0002,0.0024
346,0.0002,0.0024
347,0.0002,0.00236
348,0.0002,0.00236
349,0.0002,0.00236
350,0.0002,0.00232
351,0.0002,0.00232
352,0.0002,0.00232
353,0.0002,0.00228
354,0.0002,0.00228
355,0.0002,0.0022
356,0.0002,0.00216
357,0.0002,0.00216
358,0.0002,0.00216
359,0.0002,0.00216
360,0.0002,0.00212
361,0.0002,0.00212
362,0.0002,0.00212
363,0.0002,0.00212
364,0.0002,0.00208
365,0.0002,0.00208
366,0.0002,0.00208
367,0.0002,0.00204
368,0.0002,0.00204
369,0.0002,0.00204
370,0.0002,0.00204
371,0.0002,0.00204
372,0.0002,0.00204
373,0.00016,0.00204
374,0.00016,0.00204
375,0.00016,0.00204
376,0.00012,0.00204
377,0.00012,0.00204
378,0.00012,0.00204
379,0.00012,0.00204
380,0.00012,0.00204
381,0.00012,0.00204
382,0.00012,0.00204
383,0.00012,0.00204
384,0.00012,0.002
385,0.00012,0.00196
386,0.00012,0.00196
387,0.00012,0.00196
388,0.00012,0.00192
389,0.00012,0.00192
390,0.00012,0.00192
391,0.00012,0.00192
392,0.00012,0.00192
393,0.00012,0.00192
394,0.00012,0.00192
395,0.00012,0.00184
396,0.00012,0.00184
397,8.00E-05,0.00184
398,8.00E-05,0.0018
399,8.00E-05,0.0018
400,8.00E-05,0.0018
401,8.00E-05,0.0018
402,8.00E-05,0.0018
403,8.00E-05,0.0018
404,8.00E-05,0.00176
405,8.00E-05,0.00176
406,8.00E-05,0.00176
407,8.00E-05,0.00172
408,8.00E-05,0.00172
409,8.00E-05,0.00172
410,8.00E-05,0.00172
411,8.00E-05,0.00172
412,8.00E-05,0.00172
413,8.00E-05,0.00168
414,8.00E-05,0.00168
415,8.00E-05,0.00168
416,8.00E-05,0.00164
417,8.00E-05,0.00164
418,8.00E-05,0.00164
419,8.00E-05,0.00164
420,8.00E-05,0.00164
421,8.00E-05,0.0016
422,8.00E-05,0.0016
423,8.00E-05,0.00156
424,8.00E-05,0.00156
425,8.00E-05,0.00152
426,8.00E-05,0.00148
427,8.00E-05,0.00148
428,8.00E-05,0.00148
429,4.00E-05,0.00148
430,4.00E-05,0.00148
431,4.00E-05,0.00144
432,4.00E-05,0.00144
433,4.00E-05,0.00144
434,4.00E-05,0.00144
435,4.00E-05,0.00144
436,4.00E-05,0.00144
437,4.00E-05,0.00144
438,4.00E-05,0.00144
439,4.00E-05,0.00144
440,4.00E-05,0.00144
441,4.00E-05,0.00144
442,4.00E-05,0.00136
443,4.00E-05,0.00136
444,4.00E-05,0.00136
445,4.00E-05,0.00136
446,4.00E-05,0.00136
447,4.00E-05,0.00136
448,4.00E-05,0.00136
449,4.00E-05,0.00136
450,4.00E-05,0.00136
451,4.00E-05,0.00128
452,4.00E-05,0.00128
453,4.00E-05,0.00128
454,4.00E-05,0.00128
455,4.00E-05,0.00128
456,4.00E-05,0.00128
457,4.00E-05,0.00128
458,4.00E-05,0.00128
459,4.00E-05,0.00128
460,4.00E-05,0.00128
461,4.00E-05,0.00128
462,4.00E-05,0.00128
463,4.00E-05,0.00124
464,4.00E-05,0.00124
465,4.00E-05,0.00124
466,4.00E-05,0.00124
467,4.00E-05,0.00124
468,4.00E-05,0.00124
469,4.00E-05,0.00124
470,4.00E-05,0.00124
471,4.00E-05,0.00124
472,4.00E-05,0.00124
473,4.00E-05,0.00124
474,4.00E-05,0.00124
475,4.00E-05,0.00124
476,4.00E-05,0.00124
477,4.00E-05,0.00124
478,4.00E-05,0.00124
479,4.00E-05,0.00124
480,4.00E-05,0.00124
481,4.00E-05,0.0012
482,4.00E-05,0.0012
483,4.00E-05,0.0012
484,4.00E-05,0.0012
485,4.00E-05,0.0012
486,4.00E-05,0.0012
487,4.00E-05,0.0012
488,4.00E-05,0.0012
489,4.00E-05,0.0012
490,4.00E-05,0.0012
491,4.00E-05,0.0012
492,4.00E-05,0.00116
493,4.00E-05,0.00116
494,4.00E-05,0.00116
495,4.00E-05,0.00116
496,4.00E-05,0.00116
497,4.00E-05,0.00116
498,4.00E-05,0.00116
499,4.00E-05,0.00116
500,4.00E-05,0.00116
501,4.00E-05,0.00112
502,4.00E-05,0.00112
503,4.00E-05,0.00112
504,4.00E-05,0.00108
505,4.00E-05,0.00108
506,4.00E-05,0.00108
507,4.00E-05,0.00108
508,4.00E-05,0.00104
509,4.00E-05,0.00104
510,4.00E-05,0.00104
511,4.00E-05,0.00104
512,4.00E-05,0.00104
513,4.00E-05,0.001
514,4.00E-05,0.001
515,4.00E-05,0.001
516,4.00E-05,0.001
517,4.00E-05,0.001
518,4.00E-05,0.001
519,4.00E-05,0.001
520,4.00E-05,0.001
521,4.00E-05,0.001
522,4.00E-05,0.001
523,4.00E-05,0.001
524,4.00E-05,0.001
525,4.00E-05,0.001
526,4.00E-05,0.001
527,4.00E-05,0.00096
528,4.00E-05,0.00096
529,4.00E-05,0.00096
530,4.00E-05,0.00096
531,4.00E-05,0.00096
532,4.00E-05,0.00096
533,4.00E-05,0.00096
534,4.00E-05,0.00096
535,4.00E-05,0.00096
536,4.00E-05,0.00096
537,4.00E-05,0.00096
538,4.00E-05,0.00092
539,4.00E-05,0.00092
540,4.00E-05,0.00092
541,4.00E-05,0.00092
542,4.00E-05,0.00092
543,4.00E-05,0.00092
544,4.00E-05,0.00092
545,4.00E-05,0.00092
546,4.00E-05,0.00092
547,4.00E-05,0.00088
548,4.00E-05,0.00088
549,4.00E-05,0.00088
550,4.00E-05,0.00084
551,4.00E-05,0.00084
552,4.00E-05,0.00084
553,4.00E-05,0.00084
554,4.00E-05,0.00084
555,4.00E-05,0.00084
556,4.00E-05,0.00084
557,4.00E-05,0.00084
558,4.00E-05,0.00084
559,4.00E-05,0.00084
560,4.00E-05,0.00084
561,4.00E-05,0.00084
562,4.00E-05,0.00084
563,4.00E-05,0.0008
564,4.00E-05,0.0008
565,4.00E-05,0.0008
566,4.00E-05,0.0008
567,4.00E-05,0.0008
568,4.00E-05,0.0008
569,4.00E-05,0.0008
570,4.00E-05,0.0008
571,4.00E-05,0.0008
572,4.00E-05,0.0008
573,4.00E-05,0.0008
574,4.00E-05,0.0008
575,4.00E-05,0.0008
576,4.00E-05,0.0008
577,4.00E-05,0.0008
578,4.00E-05,0.0008
579,4.00E-05,0.0008
580,4.00E-05,0.0008
581,4.00E-05,0.0008
582,4.00E-05,0.0008
583,4.00E-05,0.0008
584,4.00E-05,0.0008
585,4.00E-05,0.0008
586,4.00E-05,0.0008
587,4.00E-05,0.0008
588,4.00E-05,0.00076
589,4.00E-05,0.00076
590,4.00E-05,0.00076
591,4.00E-05,0.00076
592,4.00E-05,0.00076
593,4.00E-05,0.00076
594,4.00E-05,0.00076
595,4.00E-05,0.00076
596,4.00E-05,0.00076
597,4.00E-05,0.00076
598,4.00E-05,0.00076
599,4.00E-05,0.00076
600,4.00E-05,0.00072
601,4.00E-05,0.00072
602,4.00E-05,0.00072
603,4.00E-05,0.00072
604,4.00E-05,0.00072
605,4.00E-05,0.00072
606,4.00E-05,0.00072
607,4.00E-05,0.00072
608,4.00E-05,0.00072
609,4.00E-05,0.00072
610,4.00E-05,0.00072
611,4.00E-05,0.00072
612,4.00E-05,0.00068
613,4.00E-05,0.00068
614,4.00E-05,0.00068
615,4.00E-05,0.00068
616,4.00E-05,0.00068
617,4.00E-05,0.00068
618,4.00E-05,0.00064
619,4.00E-05,0.0006
620,4.00E-05,0.0006
621,4.00E-05,0.0006
622,4.00E-05,0.0006
623,4.00E-05,0.0006
624,4.00E-05,0.0006
625,4.00E-05,0.0006
626,4.00E-05,0.0006
627,4.00E-05,0.0006
628,4.00E-05,0.0006
629,4.00E-05,0.0006
630,4.00E-05,0.0006
631,4.00E-05,0.0006
632,4.00E-05,0.0006
633,4.00E-05,0.0006
634,4.00E-05,0.0006
635,4.00E-05,0.0006
636,4.00E-05,0.0006
637,4.00E-05,0.0006
638,4.00E-05,0.0006
639,4.00E-05,0.0006
640,4.00E-05,0.0006
641,4.00E-05,0.0006
642,4.00E-05,0.0006
643,4.00E-05,0.0006
644,4.00E-05,0.0006
645,4.00E-05,0.0006
646,4.00E-05,0.0006
647,4.00E-05,0.0006
648,4.00E-05,0.0006
649,4.00E-05,0.0006
650,4.00E-05,0.0006
651,4.00E-05,0.0006
652,4.00E-05,0.0006
653,4.00E-05,0.0006
654,4.00E-05,0.0006
655,4.00E-05,0.0006
656,4.00E-05,0.0006
657,4.00E-05,0.0006
658,4.00E-05,0.0006
659,4.00E-05,0.0006
660,4.00E-05,0.0006
661,4.00E-05,0.0006
662,4.00E-05,0.0006
663,4.00E-05,0.0006
664,4.00E-05,0.0006
665,4.00E-05,0.0006
666,4.00E-05,0.0006
667,4.00E-05,0.0006
668,4.00E-05,0.0006
669,4.00E-05,0.0006
670,4.00E-05,0.0006
671,4.00E-05,0.0006
672,4.00E-05,0.0006
673,4.00E-05,0.00056
674,4.00E-05,0.00056
675,4.00E-05,0.00056
676,4.00E-05,0.00056
677,4.00E-05,0.00056
678,4.00E-05,0.00056
679,4.00E-05,0.00056
680,4.00E-05,0.00056
681,4.00E-05,0.00056
682,4.00E-05,0.00056
683,4.00E-05,0.00056
684,4.00E-05,0.00056
685,4.00E-05,0.00056
686,4.00E-05,0.00056
687,4.00E-05,0.00056
688,4.00E-05,0.00056
689,4.00E-05,0.00056
690,4.00E-05,0.00056
691,4.00E-05,0.00052
692,4.00E-05,0.00052
693,4.00E-05,0.00052
694,4.00E-05,0.00052
695,4.00E-05,0.00052
696,4.00E-05,0.00052
697,4.00E-05,0.00052
698,4.00E-05,0.00052
699,4.00E-05,0.00052
700,4.00E-05,0.00052
701,4.00E-05,0.00052
702,4.00E-05,0.00052
703,4.00E-05,0.00052
704,4.00E-05,0.00052
705,4.00E-05,0.00048
706,4.00E-05,0.00048
707,4.00E-05,0.00048
708,4.00E-05,0.00048
709,4.00E-05,0.00048
710,4.00E-05,0.00044
711,4.00E-05,0.00044
712,4.00E-05,0.0004
713,4.00E-05,0.0004
714,4.00E-05,0.0004
715,4.00E-05,0.0004
716,4.00E-05,0.0004
717,4.00E-05,0.0004
718,4.00E-05,0.0004
719,4.00E-05,0.0004
720,4.00E-05,0.0004
721,4.00E-05,0.0004
722,4.00E-05,0.0004
723,4.00E-05,0.0004
724,4.00E-05,0.0004
725,4.00E-05,0.00036
726,4.00E-05,0.00036
727,4.00E-05,0.00036
728,4.00E-05,0.00036
729,4.00E-05,0.00036
730,4.00E-05,0.00036
731,4.00E-05,0.00036
732,4.00E-05,0.00036
733,4.00E-05,0.00036
734,4.00E-05,0.00036
735,4.00E-05,0.00036
736,4.00E-05,0.00036
737,4.00E-05,0.00036
738,4.00E-05,0.00036
739,4.00E-05,0.00036
740,4.00E-05,0.00036
741,4.00E-05,0.00036
742,4.00E-05,0.00036
743,4.00E-05,0.00036
744,4.00E-05,0.00036
745,4.00E-05,0.00036
746,4.00E-05,0.00036
747,4.00E-05,0.00036
748,4.00E-05,0.00036
749,4.00E-05,0.00036
750,4.00E-05,0.00036
751,4.00E-05,0.00036
752,4.00E-05,0.00036
753,4.00E-05,0.00036
754,4.00E-05,0.00036
755,4.00E-05,0.00036
756,4.00E-05,0.00032
757,4.00E-05,0.00032
758,4.00E-05,0.00032
759,4.00E-05,0.00028
760,4.00E-05,0.00028
761,4.00E-05,0.00028
762,4.00E-05,0.00028
763,4.00E-05,0.00028
764,4.00E-05,0.00028
765,4.00E-05,0.00028
766,4.00E-05,0.00028
767,4.00E-05,0.00028
768,4.00E-05,0.00028
769,4.00E-05,0.00028
770,4.00E-05,0.00028
771,4.00E-05,0.00028
772,4.00E-05,0.00028
773,4.00E-05,0.00028
774,4.00E-05,0.00024
775,4.00E-05,0.00024
776,4.00E-05,0.00024
777,4.00E-05,0.00024
778,4.00E-05,0.00024
779,4.00E-05,0.00024
780,4.00E-05,0.00024
781,4.00E-05,0.00024
782,4.00E-05,0.00024
783,4.00E-05,0.00024
784,4.00E-05,0.00024
785,4.00E-05,0.00024
786,4.00E-05,0.00024
787,4.00E-05,0.00024
788,4.00E-05,0.00024
789,4.00E-05,0.00024
790,4.00E-05,0.00024
791,4.00E-05,0.00024
792,4.00E-05,0.00024
793,4.00E-05,0.00024
794,4.00E-05,0.00024
795,4.00E-05,0.00024
796,4.00E-05,0.00024
797,4.00E-05,0.00024
798,4.00E-05,0.00024
799,4.00E-05,0.00024
800,4.00E-05,0.0002
801,4.00E-05,0.0002
802,4.00E-05,0.0002
803,4.00E-05,0.0002
804,4.00E-05,0.0002
805,4.00E-05,0.0002
806,0.00E+00,0.0002
807,0.00E+00,0.0002
808,0.00E+00,0.0002
809,0.00E+00,0.0002
810,0.00E+00,0.0002
811,0.00E+00,0.0002
812,0.00E+00,0.0002
813,0.00E+00,0.0002
814,0.00E+00,0.0002
815,0.00E+00,0.0002
816,0.00E+00,0.0002
817,0.00E+00,0.0002
818,0.00E+00,0.0002
819,0,0.0002
820,0,0.0002
821,0,0.0002
822,0,0.0002
823,0,0.0002
824,0.00E+00,0.0002
825,0,0.0002
826,0,0.0002
827,0,0.0002
828,0,0.00016
829,0,0.00012
830,0,0.00012
831,0,0.00012
832,0,0.00012
833,0,0.00012
834,0,0.00012
835,0,0.00012
836,0,0.00012
837,0,0.00012
838,0,0.00012
839,0,0.00012
840,0,0.00012
841,0,0.00012
842,0,0.00012
843,0,0.00012
844,0,0.00012
845,0,0.00012
846,0,0.00012
847,0,0.00012
848,0,0.00012
849,0,0.00012
850,0,0.00012
851,0,0.00012
852,0,0.00012
853,0,0.00012
854,0,0.00012
855,0,0.00012
856,0,0.00012
857,0,0.00012
858,0,0.00012
859,0,0.00012
860,0,0.00012
861,0,0.00012
862,0,0.00012
863,0,0.00012
864,0,0.00012
865,0,0.00012
866,0,0.00012
867,0,0.00012
868,0,0.00012
869,0,0.00012
870,0,0.00012
871,0,0.00012
872,0,0.00012
873,0,0.00012
874,0,0.00012
875,0,0.00012
876,0,8.00E-05
877,0,8.00E-05
878,0,4.00E-05
879,0,4.00E-05
880,0,4.00E-05
881,0,4.00E-05
882,0,4.00E-05
883,0,4.00E-05
884,0,4.00E-05
885,0,4.00E-05
886,0,4.00E-05
887,0,4.00E-05
888,0,4.00E-05
889,0,4.00E-05
890,0,4.00E-05
891,0,4.00E-05
892,0,4.00E-05
893,0,4.00E-05
894,0,4.00E-05
895,0,4.00E-05
896,0,4.00E-05
897,0,4.00E-05
898,0,4.00E-05
899,0,4.00E-05
900,0,4.00E-05
901,0,4.00E-05
902,0,4.00E-05
903,0,4.00E-05
904,0,4.00E-05
905,0,4.00E-05
906,0,4.00E-05
907,0,4.00E-05
908,0,4.00E-05
909,0,4.00E-05
910,0,4.00E-05
911,0,4.00E-05
912,0,4.00E-05
913,0,4.00E-05
914,0,4.00E-05
915,0,4.00E-05
916,0,4.00E-05
917,0,4.00E-05
918,0,4.00E-05
919,0,4.00E-05
920,0,4.00E-05
921,0,4.00E-05
922,0,4.00E-05
923,0,4.00E-05
924,0,4.00E-05
925,0,4.00E-05
926,0,4.00E-05
927,0,4.00E-05
928,0,4.00E-05
929,0,4.00E-05
930,0,4.00E-05
931,0,4.00E-05
932,0,4.00E-05
933,0,4.00E-05
934,0,4.00E-05
935,0,4.00E-05
936,0,4.00E-05
937,0,4.00E-05
938,0,4.00E-05
939,0,4.00E-05
940,0,4.00E-05
941,0,4.00E-05
942,0,4.00E-05
943,0,4.00E-05
944,0,4.00E-05
945,0,4.00E-05
946,0,4.00E-05
947,0,4.00E-05
948,0,4.00E-05
949,0,4.00E-05
950,0,4.00E-05
951,0,4.00E-05
952,0,4.00E-05
953,0,4.00E-05
954,0,4.00E-05
955,0,4.00E-05
956,0,4.00E-05
957,0,4.00E-05
958,0,4.00E-05
959,0,4.00E-05
960,0,4.00E-05
961,0,4.00E-05
962,0,4.00E-05
963,0,4.00E-05
964,0,4.00E-05
965,0,4.00E-05
966,0,4.00E-05
967,0,4.00E-05
968,0,4.00E-05
969,0,4.00E-05
970,0,4.00E-05
971,0,4.00E-05
972,0,4.00E-05
973,0,4.00E-05
974,0,4.00E-05
975,0,4.00E-05
976,0,4.00E-05
977,0,4.00E-05
978,0,4.00E-05
979,0,4.00E-05
980,0,4.00E-05
981,0,4.00E-05
982,0,4.00E-05
983,0,4.00E-05
984,0,4.00E-05
985,0,4.00E-05
986,0,4.00E-05
987,0,4.00E-05
988,0,4.00E-05
989,0,4.00E-05
990,0,4.00E-05
991,0,4.00E-05
992,0,4.00E-05
993,0,4.00E-05
994,0,4.00E-05
995,0,4.00E-05
996,0,4.00E-05
997,0,0
998,0,0
999,0,0
1000,0,0
