Time,Disf
297,0.003178434
298,0.003155131
299,0.003135036
300,0.003110977
301,0.003084213
302,0.003062
303,0.003037991
304,0.003016409
305,0.002996383
306,0.002982881
307,0.002967578
308,0.002945881
309,0.002922854
310,0.00289219
311,0.002870073
312,0.002839541
313,0.00281817
314,0.002778885
315,0.002758325
316,0.002729838
317,0.002705543
318,0.002694408
319,0.002676477
320,0.002659815
321,0.002639846
322,0.00262518
323,0.002603316
324,0.002581201
325,0.002551506
326,0.002532264
327,0.002513446
328,0.002489517
329,0.002472116
330,0.002456474
331,0.002439265
332,0.002420973
333,0.002404276
334,0.002381697
335,0.002366515
336,0.002345943
337,0.00232484
338,0.002308596
339,0.00228284
340,0.002263813
341,0.002235743
342,0.002222349
343,0.00220669
344,0.002185928
345,0.002161959
346,0.00213713
347,0.002120655
348,0.00209385
349,0.002073171
350,0.002056382
351,0.002035729
352,0.002017435
353,0.001996678
354,0.001968884
355,0.001955216
356,0.001941238
357,0.001926631
358,0.001915478
359,0.001905887
360,0.001894604
361,0.001881357
362,0.001866141
363,0.001857098
364,0.001841549
365,0.001823846
366,0.001809712
367,0.001793038
368,0.001779625
369,0.001762777
370,0.001750275
371,0.001734658
372,0.001719434
373,0.001707042
374,0.001688431
375,0.001677375
376,0.00166605
377,0.001645483
378,0.001637375
379,0.001626402
380,0.001614282
381,0.001601911
382,0.001584314
383,0.001572836
384,0.001555607
385,0.00153173
386,0.001517172
387,0.001499794
388,0.001477278
389,0.001468512
390,0.001451438
391,0.001438387
392,0.001429414
393,0.001417957
394,0.001404472
395,0.001395429
396,0.001386694
397,0.001375475
398,0.001350854
399,0.001335743
400,0.001313012
401,0.001301315
402,0.001287661
403,0.001274541
404,0.00126721
405,0.001257935
406,0.001238416
407,0.001228896
408,0.001219668
409,0.001194818
410,0.001187894
411,0.001176904
412,0.001157623
413,0.001148091
414,0.001135875
415,0.001124075
416,0.001113958
417,0.001106704
418,0.00109441
419,0.001085507
420,0.001079763
421,0.001068949
422,0.0010637
423,0.001056835
424,0.001044587
425,0.001037632
426,0.001022442
427,0.001011889
428,0.001004695
429,0.000994169
430,0.000981657
431,0.000972213
432,0.000961254
433,0.000954614
434,0.000943352
435,0.000936856
436,0.000929295
437,0.00092556
438,0.000922961
439,0.000912846
440,0.000903879
441,0.000895232
442,0.000886145
443,0.000870106
444,0.00086461
445,0.000850282
446,0.000842254
447,0.000833645
448,0.000826466
449,0.000821617
450,0.000814949
451,0.000807934
452,0.000803493
453,0.00079118
454,0.000782399
455,0.000765231
456,0.000754797
457,0.000743145
458,0.000728412
459,0.000720581
460,0.000702917
461,0.000696833
462,0.000683973
463,0.00067248
464,0.00066638
465,0.000658314
466,0.000651658
467,0.000643707
468,0.000639086
469,0.000633199
470,0.000623784
471,0.000614847
472,0.000608161
473,0.000601446
474,0.000592576
475,0.000589166
476,0.000584899
477,0.000582067
478,0.000577465
479,0.000572376
480,0.000567104
481,0.000560969
482,0.000553089
483,0.00054603
484,0.000541764
485,0.000534985
486,0.000528117
487,0.000525433
488,0.0005203
489,0.000514664
490,0.000510623
491,0.000504922
492,0.000497327
493,0.000494818
494,0.000491614
495,0.000487593
496,0.000482686
497,0.000481195
498,0.000477096
499,0.00047355
500,0.000468477
501,0.000464317
502,0.000457288
503,0.000451104
504,0.000442316
505,0.000436562
506,0.000434538
507,0.000431592
508,0.000428064
509,0.000426515
510,0.000424841
511,0.000421182
512,0.000418879
513,0.000413608
514,0.000408606
515,0.000405156
516,0.000401907
517,0.000398863
518,0.000395208
519,0.000391223
520,0.000387119
521,0.000383518
522,0.000380086
523,0.000377839
524,0.000373637
525,0.000369936
526,0.000366766
527,0.000363316
528,0.000359185
529,0.000356891
530,0.000354195
531,0.000350072
532,0.000346681
533,0.000344448
534,0.000339804
535,0.000335059
536,0.000332494
537,0.000328306
538,0.000326299
539,0.000322188
540,0.000319161
541,0.000316738
542,0.000314796
543,0.000310983
544,0.000309549
545,0.00030543
546,0.000302891
547,0.000298667
548,0.000295557
549,0.000293028
550,0.000288492
551,0.000285484
552,0.000283385
553,0.000278279
554,0.000277756
555,0.000275835
556,0.000272635
557,0.000270732
558,0.000265734
559,0.0002639
560,0.000262323
561,0.000259158
562,0.000256593
563,0.000252677
564,0.000248231
565,0.000245682
566,0.000242106
567,0.000237809
568,0.000235247
569,0.00023261
570,0.000226689
571,0.000224141
572,0.000221416
573,0.000218408
574,0.000216538
575,0.000213301
576,0.000210476
577,0.000208672
578,0.000207045
579,0.000205528
580,0.000203901
581,0.000201367
582,0.000198906
583,0.000197852
584,0.000192352
585,0.000190317
586,0.000182915
587,0.000181668
588,0.00018016
589,0.000178759
590,0.00017723
591,0.000175193
592,0.000173198
593,0.000172006
594,0.000170153
595,0.000168753
596,0.000167064
597,0.000166129
598,0.000163663
599,0.000162367
600,0.000160987
601,0.000157575
602,0.000156099
603,0.00015509
604,0.000153329
605,0.0001509
606,0.000147857
607,0.000146685
608,0.000144193
609,0.000143704
610,0.000142379
611,0.000141447
612,0.000140292
613,0.000138773
614,0.000137695
615,0.000135921
616,0.000133974
617,0.00013366
618,0.000132699
619,0.000131543
620,0.000131079
621,0.00012941
622,0.000129038
623,0.000126212
624,0.000125954
625,0.000125411
626,0.000123798
627,0.00012245
628,0.000121745
629,0.000120719
630,0.000119518
631,0.000119232
632,0.000118959
633,0.000116799
634,0.000116117
635,0.000115271
636,0.000114747
637,0.000114304
638,0.000113708
639,0.00011319
640,0.000112392
641,0.000110675
642,0.000110233
643,0.000109898
644,0.000109648
645,0.000108152
646,0.000107674
647,0.000106537
648,0.000104538
649,0.000103467
650,0.000102961
651,0.000102123
652,0.000101723
653,0.00010096
654,9.90E-05
655,9.69E-05
656,9.65E-05
657,9.41E-05
658,9.40E-05
659,9.35E-05
660,9.28E-05
661,9.23E-05
662,9.19E-05
663,9.15E-05
664,9.03E-05
665,8.96E-05
666,8.92E-05
667,8.87E-05
668,8.81E-05
669,8.65E-05
670,8.62E-05
671,8.61E-05
672,8.45E-05
673,7.97E-05
674,7.87E-05
675,7.40E-05
676,7.31E-05
677,7.29E-05
678,7.25E-05
679,7.22E-05
680,7.16E-05
681,7.09E-05
682,7.05E-05
683,6.92E-05
684,6.86E-05
685,6.69E-05
686,6.68E-05
687,6.59E-05
688,6.54E-05
689,6.48E-05
690,6.42E-05
691,6.40E-05
692,6.30E-05
693,6.26E-05
694,6.17E-05
695,6.15E-05
696,6.14E-05
697,6.12E-05
698,6.09E-05
699,6.06E-05
700,6.00E-05
701,5.99E-05
702,5.97E-05
703,5.94E-05
704,5.90E-05
705,5.85E-05
706,5.82E-05
707,5.78E-05
708,5.65E-05
709,5.61E-05
710,5.60E-05
711,5.48E-05
712,5.44E-05
713,5.39E-05
714,5.38E-05
715,5.35E-05
716,5.20E-05
717,5.19E-05
718,5.13E-05
719,4.97E-05
720,4.94E-05
721,4.86E-05
722,4.84E-05
723,4.82E-05
724,4.80E-05
725,4.80E-05
726,4.74E-05
727,4.71E-05
728,4.59E-05
729,4.55E-05
730,4.52E-05
731,4.47E-05
732,4.39E-05
733,4.35E-05
734,4.33E-05
735,4.29E-05
736,4.28E-05
737,4.26E-05
738,4.23E-05
739,4.18E-05
740,4.15E-05
741,4.10E-05
742,4.09E-05
743,3.99E-05
744,3.98E-05
745,3.97E-05
746,3.91E-05
747,3.89E-05
748,3.89E-05
749,3.84E-05
750,3.83E-05
751,3.75E-05
752,3.75E-05
753,3.74E-05
754,3.72E-05
755,3.70E-05
756,3.69E-05
757,3.67E-05
758,3.66E-05
759,3.63E-05
760,3.62E-05
761,3.60E-05
762,3.58E-05
763,3.57E-05
764,3.57E-05
765,3.55E-05
766,3.54E-05
767,3.47E-05
768,3.45E-05
769,3.43E-05
770,3.40E-05
771,3.35E-05
772,3.35E-05
773,3.33E-05
774,3.32E-05
775,3.31E-05
776,3.27E-05
777,3.25E-05
778,3.22E-05
779,3.21E-05
780,3.16E-05
781,3.15E-05
782,3.08E-05
783,3.07E-05
784,3.05E-05
785,2.98E-05
786,2.96E-05
787,2.85E-05
788,2.84E-05
789,2.79E-05
790,2.78E-05
791,2.78E-05
792,2.77E-05
793,2.77E-05
794,2.75E-05
795,2.73E-05
796,2.71E-05
797,2.70E-05
798,2.69E-05
799,2.68E-05
800,2.67E-05
801,2.66E-05
802,2.65E-05
803,2.64E-05
804,2.63E-05
805,2.61E-05
806,2.60E-05
807,2.59E-05
808,2.57E-05
809,2.56E-05
810,2.54E-05
811,2.53E-05
812,2.53E-05
813,2.52E-05
814,2.51E-05
815,2.48E-05
816,2.48E-05
817,2.47E-05
818,2.45E-05
819,2.43E-05
820,2.41E-05
821,2.40E-05
822,2.38E-05
823,2.38E-05
824,2.36E-05
825,2.35E-05
826,2.29E-05
827,2.28E-05
828,2.27E-05
829,2.27E-05
830,2.25E-05
831,2.24E-05
832,2.23E-05
833,2.22E-05
834,2.22E-05
835,2.22E-05
836,2.21E-05
837,2.20E-05
838,2.19E-05
839,2.19E-05
840,2.15E-05
841,2.14E-05
842,2.12E-05
843,2.11E-05
844,2.10E-05
845,2.09E-05
846,2.09E-05
847,2.08E-05
848,2.07E-05
849,2.06E-05
850,2.04E-05
851,2.00E-05
852,1.98E-05
853,1.97E-05
854,1.97E-05
855,1.92E-05
856,1.91E-05
857,1.91E-05
858,1.89E-05
859,1.87E-05
860,1.87E-05
861,1.86E-05
862,1.86E-05
863,1.85E-05
864,1.84E-05
865,1.83E-05
866,1.83E-05
867,1.81E-05
868,1.80E-05
869,1.80E-05
870,1.79E-05
871,1.79E-05
872,1.78E-05
873,1.76E-05
