Time,P1,P2,IM,Rec
4,0.536241793,0.444734121,1.1,0.312
5,0.572480514,0.498546848,1.1,0.357
6,0.595088115,0.535338431,1.1,0.386
7,0.610374214,0.560728407,1.1,0.422
8,0.621689623,0.578515213,1.1,0.439
9,0.630844414,0.591193781,1.1,0.461
10,0.638831289,0.600401805,1.1,0.479
11,0.64619851,0.607224719,1.1,0.49
12,0.653247227,0.612391688,1.1,0.503
13,0.660138891,0.616399709,1.1,0.514
14,0.666955247,0.619592409,1.1,0.519
15,0.67373258,0.622210582,1.1,0.528
16,0.680481592,0.624425034,1.1,0.532
17,0.687199064,0.626358229,1.1,0.537
18,0.693874732,0.628098775,1.1,0.543
19,0.700495324,0.629711254,1.1,0.547
20,0.707046888,0.631242985,1.1,0.553
21,0.713516106,0.632728743,1.1,0.557
22,0.719890969,0.634194094,1.1,0.559
23,0.726161087,0.635657774,1.1,0.565
24,0.732317778,0.637133421,1.1,0.572
25,0.73835402,0.63863083,1.1,0.579
26,0.744264343,0.640156888,1.1,0.585
27,0.750044678,0.641716269,1.1,0.596
28,0.755692202,0.643311956,1.1,0.599
29,0.761205175,0.644945641,1.1,0.603
30,0.766582793,0.646618026,1.1,0.608
31,0.771825048,0.648329057,1.1,0.612
32,0.776932601,0.650078109,1.1,0.618
33,0.781906672,0.651864121,1.1,0.624
34,0.786748943,0.653685713,1.1,0.629
35,0.791461468,0.655541267,1.1,0.636
36,0.796046603,0.657428999,1.1,0.644
37,0.80050694,0.659347012,1.1,0.65
38,0.804845253,0.661293338,1.1,0.652
39,0.809064451,0.663265973,1.1,0.656
40,0.81316754,0.665262902,1.1,0.662
41,0.817157585,0.66728212,1.1,0.664
42,0.821037689,0.669321648,1.1,0.67
43,0.824810964,0.671379548,1.1,0.675
44,0.828480513,0.673453929,1.1,0.677
45,0.832049417,0.675542957,1.1,0.685
46,0.835520716,0.677644858,1.1,0.686
47,0.838897404,0.679757924,1.1,0.689
48,0.84218242,0.681880514,1.1,0.692
49,0.845378637,0.684011055,1.1,0.696
50,0.848488862,0.686148044,1.1,0.699
51,0.851515831,0.688290048,1.1,0.702
52,0.854462202,0.690435702,1.1,0.704
53,0.85733056,0.692583708,1.1,0.705
54,0.860123412,0.694732835,1.1,0.708
55,0.862843187,0.696881918,1.1,0.713
56,0.865492238,0.699029853,1.1,0.716
57,0.868072839,0.701175599,1.1,0.72
58,0.87058719,0.703318172,1.1,0.727
59,0.873037416,0.705456648,1.1,0.73
60,0.87542557,0.707590154,1.1,0.731
61,0.877753631,0.709717874,1.1,0.734
62,0.880023511,0.711839039,1.1,0.736
63,0.882237054,0.71395293,1.1,0.739
64,0.884396037,0.716058874,1.1,0.744
65,0.886502174,0.718156244,1.1,0.746
66,0.888557117,0.720244453,1.1,0.746
67,0.89056246,0.722322954,1.1,0.751
68,0.892519737,0.724391242,1.1,0.753
69,0.894430428,0.726448845,1.1,0.755
70,0.896295958,0.728495327,1.1,0.762
71,0.898117703,0.730530285,1.1,0.765
72,0.899896987,0.732553348,1.1,0.769
73,0.901635086,0.734564173,1.1,0.774
74,0.903333231,0.736562448,1.1,0.777
75,0.904992609,0.738547886,1.1,0.779
76,0.906614362,0.740520225,1.1,0.779
77,0.908199595,0.742479229,1.1,0.781
