Time,P1,P2,IM,Rec
1,0,0,95,0.01184
2,0.00315206,0.343254021,95,0.01552
3,0.006582892,0.343432151,95,0.01974
4,0.010580361,0.343681451,95,0.02254
5,0.014607622,0.344001841,95,0.02466
6,0.018243302,0.344393216,95,0.02714
7,0.02124161,0.344855449,95,0.02918
8,0.023531964,0.34538839,95,0.03074
9,0.025175373,0.345991866,95,0.03218
10,0.026304317,0.346665681,95,0.0329
11,0.027069086,0.347409616,95,0.03354
12,0.02760272,0.348223429,95,0.03412
13,0.028005753,0.349106859,95,0.03444
14,0.028345403,0.350059618,95,0.03468
15,0.02866217,0.351081398,95,0.03494
16,0.028978276,0.352171869,95,0.03516
17,0.0293049,0.35333068,95,0.03552
18,0.029647216,0.354557457,95,0.03578
19,0.030007429,0.355851805,95,0.03614
20,0.0303864,0.357213308,95,0.0365
21,0.030784429,0.358641528,95,0.03674
22,0.031201598,0.360136009,95,0.03706
23,0.031637912,0.361696272,95,0.03744
24,0.032093349,0.363321817,95,0.0378
25,0.032567879,0.365012128,95,0.03802
26,0.033061465,0.366766665,95,0.03854
27,0.033574071,0.36858487,95,0.0389
28,0.034105659,0.370466167,95,0.03916
29,0.034656188,0.372409961,95,0.03966
30,0.035225617,0.374415636,95,0.0401
31,0.035813904,0.376482562,95,0.04054
32,0.036421005,0.378610087,95,0.04122
33,0.037046873,0.380797544,95,0.04168
34,0.037691462,0.383044248,95,0.04224
35,0.038354723,0.385349498,95,0.04284
36,0.039036608,0.387712576,95,0.04328
37,0.039737065,0.390132746,95,0.04378
38,0.040456041,0.392609261,95,0.04436
39,0.041193484,0.395141353,95,0.04466
40,0.041949337,0.397728245,95,0.04526
41,0.042723545,0.40036914,95,0.04568
42,0.04351605,0.40306323,95,0.04644
43,0.044326793,0.405809693,95,0.04704
44,0.045155713,0.408607694,95,0.04756
45,0.04600275,0.411456383,95,0.04824
46,0.04686784,0.414354901,95,0.04904
47,0.047750918,0.417302374,95,0.04958
48,0.04865192,0.420297918,95,0.05032
49,0.049570779,0.423340637,95,0.05106
50,0.050507427,0.426429626,95,0.05192
51,0.051461794,0.429563967,95,0.05256
52,0.05243381,0.432742735,95,0.0532
53,0.053423404,0.435964994,95,0.0539
54,0.054430502,0.439229801,95,0.0546
55,0.05545503,0.442536201,95,0.0553
56,0.056496913,0.445883235,95,0.05614
57,0.057556075,0.449269935,95,0.05704
58,0.058632438,0.452695325,95,0.05772
59,0.059725922,0.456158424,95,0.05862
60,0.060836448,0.459658245,95,0.05918
61,0.061963935,0.463193792,95,0.0599
62,0.0631083,0.466764069,95,0.06056
63,0.06426946,0.470368073,95,0.06152
64,0.06544733,0.474004794,95,0.06232
65,0.066641824,0.477673224,95,0.06322
66,0.067852856,0.481372347,95,0.06428
67,0.069080338,0.485101145,95,0.06526
68,0.070324181,0.4888586,95,0.06596
69,0.071584294,0.49264369,95,0.06682
70,0.072860587,0.496455391,95,0.06768
71,0.074152968,0.50029268,95,0.06858
72,0.075461344,0.504154533,95,0.06936
73,0.076785619,0.508039924,95,0.07008
74,0.0781257,0.51194783,95,0.07116
75,0.079481489,0.515877227,95,0.07228
76,0.080852891,0.519827092,95,0.0734
77,0.082239805,0.523796405,95,0.0744
78,0.083642135,0.527784148,95,0.07566
79,0.085059779,0.531789304,95,0.07666
80,0.086492637,0.53581086,95,0.07772
81,0.087940606,0.539847807,95,0.0791
82,0.089403584,0.543899138,95,0.0802
83,0.090881468,0.547963852,95,0.0814
84,0.092374152,0.552040951,95,0.08274
85,0.093881532,0.556129442,95,0.08406
86,0.0954035,0.560228339,95,0.08516
87,0.096939951,0.56433666,95,0.0864
88,0.098490775,0.56845343,95,0.08752
89,0.100055865,0.572577679,95,0.08866
90,0.10163511,0.576708446,95,0.08968
