Time,P1,P2,IM,Rec
1,0,0,110,0.0232
2,2.51E-05,0.669024599,110,0.03106
3,5.65E-05,0.669114369,110,0.03904
4,0.000100509,0.669240007,110,0.03908
5,0.000157039,0.669401472,110,0.0391
6,0.000226122,0.66959871,110,0.0392
7,0.000307757,0.669831658,110,0.03926
8,0.000401937,0.670100241,110,0.03936
9,0.000508656,0.67040437,110,0.03948
10,0.000627908,0.670743947,110,0.03964
11,0.000759685,0.671118863,110,0.03972
12,0.000903979,0.671528995,110,0.03988
13,0.001060782,0.67197421,110,0.03998
14,0.001230082,0.672454365,110,0.04008
15,0.00141187,0.672969304,110,0.04022
16,0.001606134,0.67351886,110,0.0404
17,0.001812862,0.674102858,110,0.04066
18,0.002032042,0.674721107,110,0.04076
19,0.002263658,0.67537341,110,0.04092
20,0.002507698,0.676059557,110,0.0411
21,0.002764145,0.676779327,110,0.04124
22,0.003032984,0.677532489,110,0.04144
23,0.003314197,0.678318803,110,0.04156
24,0.003607768,0.679138017,110,0.04174
25,0.003913678,0.67998987,110,0.04198
26,0.004231908,0.680874091,110,0.04212
27,0.004562438,0.681790399,110,0.04236
28,0.004905247,0.682738502,110,0.04268
29,0.005260315,0.683718101,110,0.04294
30,0.005627619,0.684728887,110,0.04326
31,0.006007135,0.68577054,110,0.04362
32,0.006398842,0.686842733,110,0.04398
33,0.006802714,0.687945129,110,0.04424
34,0.007218726,0.689077384,110,0.0447
35,0.007646853,0.690239144,110,0.04512
36,0.008087068,0.691430047,110,0.04538
37,0.008539343,0.692649722,110,0.04576
38,0.009003651,0.693897793,110,0.04622
39,0.009479964,0.695173873,110,0.04656
40,0.009968251,0.696477569,110,0.04702
41,0.010468482,0.697808481,110,0.04744
42,0.010980627,0.699166202,110,0.04792
43,0.011504655,0.700550317,110,0.04848
44,0.012040532,0.701960405,110,0.04894
45,0.012588227,0.703396037,110,0.04954
46,0.013147704,0.704856782,110,0.05002
47,0.013718931,0.706342198,110,0.05044
48,0.014301872,0.70785184,110,0.05096
49,0.014896491,0.709385257,110,0.05146
50,0.015502752,0.710941991,110,0.05196
51,0.016120618,0.712521582,110,0.05242
52,0.016750052,0.714123562,110,0.05286
53,0.017391014,0.71574746,110,0.05342
54,0.018043466,0.717392801,110,0.0539
55,0.018707368,0.719059103,110,0.05436
56,0.01938268,0.720745883,110,0.0548
57,0.020069361,0.722452653,110,0.0553
58,0.020767369,0.724178921,110,0.05574
59,0.021476662,0.725924194,110,0.05642
60,0.022197197,0.727687972,110,0.05712
61,0.022928931,0.729469756,110,0.05788
62,0.02367182,0.731269042,110,0.05872
63,0.024425818,0.733085325,110,0.05942
64,0.025190881,0.734918096,110,0.06012
65,0.025966962,0.736766848,110,0.06088
66,0.026754015,0.738631067,110,0.0616
67,0.027551994,0.740510242,110,0.0623
68,0.028360849,0.742403859,110,0.06302
69,0.029180534,0.744311402,110,0.06374
70,0.030010998,0.746232357,110,0.06454
71,0.030852194,0.748166207,110,0.06534
72,0.03170407,0.750112437,110,0.06594
73,0.032566576,0.752070528,110,0.0667
74,0.033439661,0.754039967,110,0.06738
75,0.034323274,0.756020236,110,0.06808
76,0.035217362,0.75801082,110,0.06906
77,0.036121873,0.760011205,110,0.06972
78,0.037036754,0.762020878,110,0.07038
79,0.03796195,0.764039327,110,0.07134
80,0.038897408,0.766066041,110,0.072
81,0.039843072,0.768100511,110,0.07278
82,0.040798888,0.770142231,110,0.07354
83,0.0417648,0.772190694,110,0.07428
84,0.042740752,0.7742454,110,0.07504
85,0.043726687,0.776305846,110,0.07564
86,0.044722547,0.778371537,110,0.07638
87,0.045728276,0.780441977,110,0.07706
88,0.046743815,0.782516675,110,0.07792
89,0.047769105,0.784595142,110,0.07916
90,0.048804089,0.786676894,110,0.0802
91,0.049848705,0.788761449,110,0.08146
92,0.050902895,0.79084833,110,0.0824
93,0.051966598,0.792937063,110,0.0835
94,0.053039754,0.795027179,110,0.08454
95,0.054122301,0.797118212,110,0.08558
96,0.055214178,0.799209702,110,0.087
97,0.056315323,0.801301192,110,0.08786
98,0.057425674,0.803392231,110,0.08914
99,0.058545168,0.805482372,110,0.09026
100,0.059673743,0.807571174,110,0.09112
101,0.060811334,0.809658201,110,0.09228
102,0.061957879,0.81174302,110,0.0931
103,0.063113312,0.813825206,110,0.09412
104,0.06427757,0.81590434,110,0.0952
105,0.065450588,0.817980006,110,0.09616
106,0.066632301,0.820051795,110,0.09736
107,0.067822643,0.822119306,110,0.09814
108,0.069021549,0.82418214,110,0.0991
109,0.070228952,0.826239908,110,0.10036
110,0.071444787,0.828292224,110,0.10128
111,0.072668986,0.83033871,110,0.10228
112,0.073901484,0.832378994,110,0.10328
113,0.075142211,0.834412711,110,0.10436
114,0.076391102,0.836439501,110,0.10538
115,0.077648089,0.838459013,110,0.1066
116,0.078913102,0.8404709,110,0.10776
117,0.080186076,0.842474825,110,0.10888
118,0.081466939,0.844470453,110,0.11004
119,0.082755626,0.846457462,110,0.11146
120,0.084052065,0.848435531,110,0.1125
121,0.085356188,0.850404351,110,0.11366
122,0.086667927,0.852363615,110,0.11462
123,0.08798721,0.854313028,110,0.11558
124,0.089313969,0.8562523,110,0.11694
125,0.090648134,0.858181146,110,0.11814
126,0.091989634,0.860099292,110,0.1191
127,0.093338399,0.862006468,110,0.12022
128,0.09469436,0.863902413,110,0.12128
129,0.096057444,0.865786873,110,0.12226
130,0.097427582,0.8676596,110,0.1236
131,0.098804703,0.869520355,110,0.125
132,0.100188735,0.871368906,110,0.12648
133,0.101579608,0.873205026,110,0.12762
134,0.102977251,0.875028498,110,0.1291
135,0.104381591,0.876839111,110,0.13046
136,0.105792557,0.878636661,110,0.13188
137,0.107210078,0.880420951,110,0.13324
138,0.108634083,0.882191792,110,0.13466
139,0.110064499,0.883949002,110,0.1358
140,0.111501254,0.885692405,110,0.13708
141,0.112944278,0.887421834,110,0.13836
142,0.114393497,0.889137127,110,0.1395
143,0.11584884,0.890838131,110,0.14054
144,0.117310235,0.892524698,110,0.14188
145,0.118777609,0.894196689,110,0.14304
146,0.120250891,0.895853969,110,0.14428
147,0.121730009,0.897496413,110,0.14568
148,0.123214889,0.899123902,110,0.14712
149,0.124705461,0.900736321,110,0.14864
150,0.126201652,0.902333565,110,0.14998
151,0.127703389,0.903915535,110,0.1513
152,0.129210601,0.905482136,110,0.15264
153,0.130723216,0.907033284,110,0.15372
154,0.132241161,0.908568896,110,0.15498
155,0.133764364,0.9100889,110,0.15656
156,0.135292753,0.911593228,110,0.15788
157,0.136826257,0.913081818,110,0.1594
158,0.138364803,0.914554616,110,0.16076
159,0.139908319,0.916011571,110,0.16196
160,0.141456734,0.917452641,110,0.16334
161,0.143009976,0.918877787,110,0.16488
162,0.144567972,0.920286979,110,0.16644
163,0.146130653,0.92168019,110,0.1679
164,0.147697945,0.923057401,110,0.16984
165,0.149269778,0.924418595,110,0.17136
166,0.15084608,0.925763764,110,0.17268
167,0.152426781,0.927092903,110,0.1742
168,0.154011808,0.928406014,110,0.1755
169,0.155601092,0.929703104,110,0.17708
170,0.157194561,0.930984182,110,0.17862
171,0.158792144,0.932249266,110,0.1802
172,0.160393772,0.933498377,110,0.1817
173,0.161999374,0.934731541,110,0.18304
174,0.163608879,0.935948788,110,0.18466
175,0.165222217,0.937150154,110,0.18588
