Time,P1,P2,IM,Rec
821,0.999884471,0.994732306,0.96,0.99874
831,0.999890384,0.994900662,0.96,0.9988
841,0.999895953,0.995062674,0.96,0.99884
851,0.9999012,0.995218621,0.96,0.99898
861,0.999906147,0.995368767,0.96,0.99902
871,0.999910813,0.995513362,0.96,0.99912
881,0.999915216,0.995652645,0.96,0.99914
891,0.999919372,0.995786843,0.96,0.99918
901,0.999923297,0.995916172,0.96,0.99926
911,0.999927005,0.996040836,0.96,0.9993
921,0.99993051,0.996161031,0.96,0.9994
931,0.999933824,0.996276941,0.96,0.99946
941,0.99993696,0.996388745,0.96,0.99958
951,0.999939926,0.996496611,0.96,0.99962
961,0.999942735,0.996600699,0.96,0.99962
971,0.999945395,0.996701163,0.96,0.99966
981,0.999947915,0.996798147,0.96,0.99968
991,0.999950303,0.996891793,0.96,0.99978
4,0.590683737,0.494171199,1.01,0.3668
14,0.721068823,0.678609375,1.01,0.59972
24,0.777753686,0.695509046,1.01,0.65904
34,0.824332636,0.710032428,1.01,0.70344
44,0.859741138,0.727138597,1.01,0.73902
54,0.886362073,0.745488393,1.01,0.76976
64,0.906613128,0.763837893,1.01,0.7948
74,0.922289736,0.78144157,1.01,0.81648
84,0.934639697,0.797923406,1.01,0.8344
94,0.944524379,0.813135301,1.01,0.85096
104,0.952545962,0.827059326,1.01,0.86502
114,0.959133522,0.839747157,1.01,0.8758
124,0.964599085,0.851284212,1.01,0.8865
134,0.969174061,0.861769083,1.01,0.89578
144,0.973033195,0.871302119,1.01,0.90366
154,0.976310611,0.879979402,1.01,0.9112
164,0.979110746,0.887889854,1.01,0.91846
174,0.981515973,0.895114129,1.01,0.92408
184,0.983591997,0.901724484,1.01,0.9292
194,0.985391759,0.907785171,1.01,0.93492
204,0.986958296,0.91335308,1.01,0.93958
214,0.988326874,0.918478464,1.01,0.94386
224,0.989526596,0.923205681,1.01,0.9473
234,0.99058164,0.927573891,1.01,0.95042
244,0.991512207,0.931617698,1.01,0.95392
254,0.992335264,0.93536772,1.01,0.95636
264,0.993065138,0.938851095,1.01,0.95896
274,0.993713975,0.942091927,1.01,0.9612
284,0.994292119,0.945111668,1.01,0.96332
294,0.994808413,0.947929452,1.01,0.96566
304,0.995270445,0.950562388,1.01,0.96778
314,0.995684747,0.953025803,1.01,0.96996
324,0.996056961,0.955333466,1.01,0.97176
334,0.996391975,0.957497768,1.01,0.97346
344,0.996694035,0.959529891,1.01,0.97502
354,0.99696684,0.96143994,1.01,0.97644
364,0.997213622,0.963237075,1.01,0.97764
374,0.997437208,0.964929607,1.01,0.97898
384,0.997640083,0.966525101,1.01,0.98018
394,0.997824429,0.968030447,1.01,0.98116
404,0.997992171,0.96945194,1.01,0.9822
414,0.99814501,0.970795336,1.01,0.98304
424,0.998284449,0.972065908,1.01,0.98396
434,0.998411822,0.973268497,1.01,0.9849
444,0.998528316,0.974407551,1.01,0.9856
454,0.998634983,0.975487168,1.01,0.98636
464,0.998732764,0.976511122,1.01,0.9871
474,0.998822498,0.9774829,1.01,0.9877
484,0.998904936,0.978405723,1.01,0.98826
494,0.998980749,0.979282576,1.01,0.98882
504,0.99905054,0.980116222,1.01,0.9893
514,0.99911485,0.980909226,1.01,0.9898
524,0.999174167,0.98166397,1.01,0.99014
534,0.999228928,0.982382672,1.01,0.99062
544,0.99927953,0.983067392,1.01,0.99116
554,0.99932633,0.983720053,1.01,0.99168
564,0.99936965,0.984342448,1.01,0.99208
574,0.999409782,0.98493625,1.01,0.99254
584,0.999446992,0.985503024,1.01,0.9929
594,0.999481519,0.986044232,1.01,0.9932
601,0.99950421,0.986408603,1.01,0.99348
611,0.999534667,0.986909445,1.01,0.99366
621,0.999562987,0.987388224,1.01,0.99394
631,0.999589338,0.98784609,1.01,0.9942
641,0.999613876,0.988284122,1.01,0.99452
651,0.99963674,0.988703334,1.01,0.9949
661,0.999658059,0.989104681,1.01,0.99518
671,0.999677951,0.989489059,1.01,0.99542
681,0.999696523,0.989857312,1.01,0.99568
691,0.999713874,0.990210236,1.01,0.99584
701,0.999730095,0.99054858,1.01,0.99598
711,0.999745268,0.990873052,1.01,0.99618
721,0.999759469,0.991184317,1.01,0.99638
731,0.999772769,0.991483006,1.01,0.9965
741,0.999785231,0.991769714,1.01,0.9967
751,0.999796916,0.992045003,1.01,0.99682
761,0.999807877,0.992309403,1.01,0.99702
